sample_id,customer_text,brand_response,suggested_intent,suggested_escalate,human_intent,human_escalate,human_notes,gold_intent,gold_escalate,predicted_intent,intent_confidence,retrieved_customer_text,retrieved_brand_response,retrieval_similarity,predicted_escalate,escalation_reason,draft_reply,intent_correct,escalation_correct
49,"@AmazonHelp It was a multi purchase, and couldn't cancel one item- had to 📱",@219633 Did they advise you to return the item? ^JJ,other_non_actionable,False,product_order_issue,False,,product_order_issue,False,product_order_issue,0.14863251441996592,@115821 #badcustomerexperice return an item. i had to wait for 30 minutes,I'm sorry for the trouble! Were we able to help get your item returned?,0.23421793958080103,True,low_intent_confidence,I'm sorry for the trouble! Were we able to help get your item returned?,True,False
50,@AmazonHelp すみません、Amazon prime会員なのですが「渇き。」を観たい場合はどうすれば良いですか？,"@761536 こちらの作品でしょうか。https://t.co/0PCshUnB1r
こちらはプライム・ビデオ対象作品ではなく、有料レンタルで視聴いただけるコンテンツです。こちらのヘルプページをご参照ください。https://t.co/qBKyVQ6wJs RI",subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.19512155555440264,@AmazonHelp すみません、あと一点だけお伺いしたいのですが、印刷した返送先住所を梱包箱に貼り付けて、返品受付IDは中に入れる形で良いのですか？,ご理解のとおりでございます。,0.9787863346190744,True,low_intent_confidence,ご理解のとおりでございます。,True,False
51,"@116928 hola ,necesito comunicarme con ustedes para solucionar un problema técnico","@720876 Hola Ischis, ¿podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^DA",other_non_actionable,False,device_technical,False,,device_technical,False,device_technical,0.24813334526603104,"@116928 
Hola
Necesito contactar con ustedes.","¡Hola!, sin revelar datos de tu cuenta, ¿nos podrías brindar más información para poderte ayudar?. 🙂",0.4619981655344857,False,safe_to_auto_handle,"¡Hola!, sin revelar datos de tu cuenta, ¿nos podrías brindar más información para poderte ayudar?. 🙂",True,True
52,"Cute ad by @115821 for the Holiday season
https://t.co/9PoNhl17Uj",@431962 Glad you liked it Helene and I hope it gave you a little holiday cheer! 🎅🏻🎄🎁 ^KK,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,other_non_actionable,0.180396592794641,"My first @115821 prime arrival of the holiday season showed up completely broken, not the holiday cheer I was hoping to feel :(",Oh no! I'm so sorry to hear that your package arrived broken. You can check your available options here: Let us know if there is anything else that we can help.,0.3064343236284366,True,low_intent_confidence,Oh no! I'm so sorry to hear that your package arrived broken. You can check your available options here: Let us know if there is anything else that we can help.,True,False
53,"@AmazonHelp Bonjour Amazon ! J'ai normalement droit à un coupon réduc de 5€ sur ma prochaine commande si je me connecte sur l'appli. J'ai téléchargé le coupon il y a qques jrs, mais je ne le vois plus aujourd'hui pour passer ma commande. Help ?!","@145871 Bonjour, n'ayant pas accès à votre compte Amazon depuis Twitter vous pouvez contacter notre service client via le lien suivant : https://t.co/qzuu0dgDXz ^ME",device_technical,False,payment_billing,False,,payment_billing,False,order_delivery,0.14287030527146638,@AmazonHelp J'attendrai que ce bureau réapparaisse pour passer ma prochaine commande. Les autres points sont trop loin. Merci.,"D'accord, je vous en prie, passez une bonne journée :)",0.28057806865196666,True,low_intent_confidence,"D'accord, je vous en prie, passez une bonne journée :)",False,False
54,"@AmazonHelp Nein, nein. Der Ring und das Symbol mit dem Mikrofon leuchten rot. Es hat aber niemand den Knopf gedrückt.","@404271 Klingt wirklich seltsam. Meld dich bitte, wie von ^DW geschrieben, bitte mal unter o.g. Link bei unseren Spezialisten. ^MF",other_non_actionable,False,device_technical,False,,device_technical,False,other_non_actionable,0.12867299469143892,@AmazonHelp NEIN! 👎🏻,Melde dich mal direkt bei uns im Amazon.de Social Media Team:,0.39563747414335215,True,low_intent_confidence,Melde dich mal direkt bei uns im Amazon.de Social Media Team:,False,False
55,@AmazonHelp Does not work.,@335710 You can find the available return and refund options here: https://t.co/nOBjqe1UZr ^SB,other_non_actionable,False,device_technical,False,,device_technical,False,device_technical,0.23272555382831567,@AmazonHelp Link does not work - incorect product.,Are you having trouble with the link to the Returns Center or the Packaging feedback link?,0.4876169988977287,False,safe_to_auto_handle,Are you having trouble with the link to the Returns Center or the Packaging feedback link?,True,True
56,"Hey, @115830.

You can deliver me a book in literally hours.
So, when I cancel my subscription to Prime, how about you actually stop automatically trying to take the money every month? It shouldn't have to be something that needs RE-doing, once already cancelled.

Stop.",@237830 I'm sorry you're seeing another charge! Does the subscription show as canceled here: https://t.co/DFK57gHLgE ? ^DD,subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.2037047338883116,@AmazonHelp can you please stop trying to take $21 out of my account when I already cancelled the purchase,"That's odd! We'd like to look into this further, Bri! When you have a moment, please reach out here:",0.18333902273034322,True,low_historical_similarity,"That's odd! We'd like to look into this further, Bri! When you have a moment, please reach out here:",True,False
57,"@120533 @132988 Bilan : la boîte est presque pas abîmée (le mot clé étant « presque »), juste (de quoi passer) un doigt. 👈👀
Le rembourrage papier censé empêcher la console de se balader dans le colis et protéger les coins n'était pas suffisant, il semble avoir glissé pendant le transport. 💥😢 https://t.co/UPp9zwqwOd","@530472 Bonjour, je suis désolée pour cela😓
Vous avez la possibilité d'évaluer l'emballage via: https://t.co/Kfvpoov9cD  ^FT",other_non_actionable,False,product_order_issue,False,,product_order_issue,False,order_delivery,0.13693853933787623,"""Wallay le colis y rentre pas dans la boite aux lettres, np lol, j'le balance dans le jardin et osef que le machin blanc qui tombe c'est de la neige."" @120533 https://t.co/b7wkGW1DXN","Bonsoir, je suis désolée d'apprendre cela. Pourriez-vous remplir le formulaire sur le lien suivant afin que je puisse vérifier votre dossier je vous prie:",0.2066992590077491,True,low_intent_confidence,"Bonsoir, je suis désolée d'apprendre cela. Pourriez-vous remplir le formulaire sur le lien suivant afin que je puisse vérifier votre dossier je vous prie:",False,False
58,"@AmazonHelp It is a movie not a TV series...OK..if someone had been watching it,would appreciate notification before content is removed midway,thanks!!","@715655 We apologize for the inconvenience. Could you please tell us the name of the movie, so that we can look into it right away. ^RD",digital_content,False,digital_content,False,,digital_content,False,product_order_issue,0.11556090450020332,@AmazonHelp It is,I'm sorry. We're unable to access account info via twitter. Please give us a call here:,0.2056947823498197,True,low_intent_confidence,I'm sorry. We're unable to access account info via twitter. Please give us a call here:,False,False
59,"@AmazonHelp My tentative idea hw much more time do u need, it’s already 9 days &amp; Amazon is asking for more &amp; more time @115851 #GreatIndianFestival",@171591 We value your time. We will ensure to close the issue at the earliest. ^CB,other_non_actionable,False,customer_service_complaint,False,,customer_service_complaint,False,customer_service_complaint,0.13305692900521887,@115850 @115821 @AmazonHelp @118702 How much more time do need. Amazon is really unprofessional,You might have received an email from us. Please,0.3142583011534014,True,low_intent_confidence,You might have received an email from us. Please,True,False
60,#AmazonIndia i am unable to understand why would my package estimated for oen day delivery become a 5 day delivery episode??? I can't track,"@442180 Delivery estimates are based on multiple criteria. Visit this link: https://t.co/UCTZrHJf7I to know more. Also, please ^PB 1/2",order_delivery,False,order_delivery,False,,order_delivery,False,digital_content,0.23340952004874876,@115821 Why would my package say delivered if it’s not?,"Hi Lori, please check this page for information:",0.22971423258416632,False,safe_to_auto_handle,"Hi Lori, please check this page for information:",False,True
61,@AmazonHelp 神対応、本当にありがとうございます！！,@225814 とんでもないです。よろしくお願いします。 EK,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,customer_service_complaint,0.1463306214229216,"@AmazonHelp 一人じゃ解決しなかったと思います…
とっても助かりました〜😭
本当にありがとうございます！！",お役に立ててなによりでございます☺️ 今後とも、Amazonをどうぞよろしくお願いいたします！,0.9999999999999998,True,low_intent_confidence,お役に立ててなによりでございます☺️ 今後とも、Amazonをどうぞよろしくお願いいたします！,False,False
62,"@AmazonHelp There were other typos too, hope you get a good team of QA :)","@661266 Thank you for flagging the errors. As mentioned earlier, we've forwarded the details internally for a review. ^BV",other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,digital_content,0.2180900779316878,"@AmazonHelp there’s some typos in there, my mistake, but you get what I’m trying to say https://t.co/lgscE0EL0g","Are you logged into the account that made the purchase? If so, does it show up here:",0.24853586815444853,False,safe_to_auto_handle,"Are you logged into the account that made the purchase? If so, does it show up here:",False,True
63,"I have return an item before 17 days @115850  but the status is still showing that order has dispatch. There is no change in status. And I contacted @115850  customer care but they tell me to wait for 3-5 days repeateadly.
#what the wrong with Amazon customer care 
@115821","@344626 Apologies for the issue with return pick up, please share your details here: https://t.co/U3J5c5u7YE we'll look into this for you. ^SU",returns_refunds,False,returns_refunds,True,,returns_refunds,True,returns_refunds,0.16031895971062224,@AmazonHelp even that was done on Monday night. No change in status,here: I'll look into it right away. 2/2,0.19971055320558395,True,low_intent_confidence,here: I'll look into it right away. 2/2,True,True
64,Hello @2600 ça va ? J'ai un souci avec une commande on passe en DM ?,"@793001 Bonsoir, je vous invite à initier la conversation en DM. ^MA",other_non_actionable,False,customer_service_complaint,False,,customer_service_complaint,False,order_delivery,0.13505600245072932,"@AmazonHelp Oh Ben partez pas, J’ai un souci avec une autre commande que J’ai bien reçu.",Quel est le souci rencontré avec la commande reçue je vous prie?.,0.39045411107145817,True,low_intent_confidence,Quel est le souci rencontré avec la commande reçue je vous prie?.,False,False
65,"Amazon商品誤配送で人生初返品手続き。
ふざけやがって",@277893 Amazonです。誤配送だったとのことで大変ご迷惑をおかけしております。お忙しいところお手数をおかけし申し訳ございませんが、返品のお手続きを何卒お願いいたします。SK,other_non_actionable,False,returns_refunds,False,,returns_refunds,False,returns_refunds,0.1550138429597734,amazonのfireTVstickが見れない😢,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,0.0,True,low_intent_confidence,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,True,False
66,@AmazonHelp Amazes me how when I ask politely and try to have a normal dialog it doesn't work but the moment I raise my voice I get a response straight away.I simply wanted to know what your complaint process https://t.co/DClluX8d3Q to log it and when to expect resolution.,@227673 Again we are sorry for the frustration of this delivery. You can provide the details here to have our specialist look into the details:   https://t.co/YCN9JCouFe ^DJ,other_non_actionable,False,customer_service_complaint,False,,customer_service_complaint,False,device_technical,0.22887358882598596,"@AmazonHelp When I try to log in, the same reinstate message","Sorry about that. On the link provided, you should see an option in blue to skip sign. Click there and send us your details.",0.16526573570433326,True,low_historical_similarity,"Sorry about that. On the link provided, you should see an option in blue to skip sign. Click there and send us your details.",False,False
67,"@115850 I ordered a book called ""The Baker In The World'. It was suppose to arrive today. Later got a text saying couldn't arrive due to no payment. BUT NOBODY CAME HOME FIRSTLY TO DELIVER? WHY THIS TORTURE??","@131793 Sorry to know your order isn't delivered. We'd like to check your order status, please connect with our support team here: https://t.co/vlvfJr4nN9. ^NR",order_delivery,False,order_delivery,False,,order_delivery,False,order_delivery,0.13991566124764582,@AmazonHelp It has not arrived yet. It was suppose to arrive today by 8pm.,I understand your frustration. Have we sent any notification of a possible delay? Who is the carrier assigned to your package? We'd be happy to assist in any way possible.,0.24266511116437173,True,low_intent_confidence,I understand your frustration. Have we sent any notification of a possible delay? Who is the carrier assigned to your package? We'd be happy to assist in any way possible.,True,False
68,"@AmazonHelp Can you remove my email address from order #204-1416984-2493927 and that person's associated Amazon UK account? It's an elderly man who gives people/companies my email address all the time, and I'm having a hard time stopping him.",@135825 Hello! This is an issue that requires accessing the account. We are unable to access any account via Twitter. Please contact us by phone or chat here: https://t.co/JzP7hlA23B Let us know if you need anything else! ^DA,order_delivery,False,account_security,True,,account_security,True,other_non_actionable,0.13650999250766926,@AmazonHelp Order# 171-9509195-0411533. My email address:- __email__,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2",0.22115247156406587,True,low_intent_confidence,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2",False,True
69,"99.9% of the time, being a Prime @115821 member is great. But don't ""guaranteed delivery"" on a certain date, and show ""arriving by 8pm today"" when the ORDER HASN'T EVEN FUCKING SHIPPED YET.","@277308 I'm sorry for the poor communication. If it doesn't arrive as promised, or for direct assistance, please reach us via phone or chat here: https://t.co/hApLpMlfHN ^JR",order_delivery,False,order_delivery,False,,order_delivery,False,subscription_prime,0.25089298333594123,"@AmazonHelp No it still says ""arriving by 8pm today"". No change.",I'm sorry for the delay! Delayed packages typically arrive the next business day by 8 PM. Please keep us posted on its arrival. We want to make sure you get it.,0.21111699386143157,False,safe_to_auto_handle,I'm sorry for the delay! Delayed packages typically arrive the next business day by 8 PM. Please keep us posted on its arrival. We want to make sure you get it.,False,True
70,Got sent this @115830 Black Friday deal earlier. It said there were 9 hours left so waited until I was home from work but the price has gone up to £211!!! Is this allowed?! #BlackFridayDeals @118374 https://t.co/eJKn7ziKaq,"@155505 I'm sorry for the trouble. Lightning Deals end when either the time has expired, or when all the items have been claimed. Learn more here: https://t.co/CceVJyhJ2O ^JM",other_non_actionable,False,payment_billing,False,,payment_billing,False,product_order_issue,0.1523433871474323,@AmazonHelp @115821 @AmazonHelp is this product on auction? MRP is still 138 but price gone up to 160 from 150 https://t.co/Mqic4lyyIn,I get you being upset and I'm sorry about the stretch. This should be rectified at the earliest.,0.18866820126472744,True,low_intent_confidence,I get you being upset and I'm sorry about the stretch. This should be rectified at the earliest.,False,False
71,"@AmazonHelp UK consumer law states under distance selling rules I’m entitled to FULL refund of payment, returns costs if item is faulty! Just coz his registered office is in Jersey &amp; dispatches from Netherlands doesn’t mean he or amazon can circumvent my rights!",@262728 It would be best to reach out to us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK,returns_refunds,False,returns_refunds,False,,returns_refunds,False,payment_billing,0.20361022231833417,@AmazonHelp yes. not able to communicate. item is not fit for purpose so under UK consumer law i am entitled to a refund,Hi Gareth- Have you requested a return for refund via the above link provided?,0.25789913529477604,True,high_risk_intent,Hi Gareth- Have you requested a return for refund via the above link provided?,False,False
72,なぜかKindleダウンロードできなくなった,@264059 失礼いたします、Amazon公式ヘルプアカウントです。　ご不便をおかけしております。Kindle本がダウンロードできないとのことでしょうか。よろしければ、ご利用環境やエラーの詳細をお伺いできますでしょうか？　SM,digital_content,False,digital_content,False,,digital_content,False,device_technical,0.24552992957582712,amazonのfireTVstickが見れない😢,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,0.0,True,low_historical_similarity,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,False,False
73,@AmazonHelp Just to reply this you took one hour,"@216204 Please be assured, we are working on resolving the issue at the earliest. ^GS",other_non_actionable,False,customer_service_complaint,False,,customer_service_complaint,False,customer_service_complaint,0.17050245210398698,@AmazonHelp How to reply,You can reply from your registered email ID with Amazon account on which we've sent a correspondence.,0.2709144319648443,True,low_intent_confidence,You can reply from your registered email ID with Amazon account on which we've sent a correspondence.,True,False
74,"@AmazonHelp but to me that I was charged the same day and never received a refund of the purchase .. in conjunction with the 3 times I have called have not helped me and assist me in an unprofessional way, I do not think that is what which represents the company, please help me","@330901 Once an order ships, we charge the card for the order!  If it has not shipped, you may see an authorization. You can also respond to the e-mail sent at the end of your call which will send feedback directly to an agents' supervisor. ^DD",payment_billing,True,payment_billing,True,,payment_billing,True,payment_billing,0.2568318392239997,@AmazonHelp DM you an issue. Please check it and assist me with that.,We have responded to you DM. Kindly check.,0.18146720550873452,True,high_risk_intent,We have responded to you DM. Kindly check.,True,True
75,"@AmazonHelp Yes, other commands are working fine","@273029 Thanks again!  For clarification, which Alexa-enabled device are you experiencing this on? ^AZ",other_non_actionable,False,device_technical,False,,device_technical,False,device_technical,0.23858153347572636,"@AmazonHelp Yes it's working fine, thanks!",You're welcome. Keep us posted for any further assistance.,0.4574469857225484,False,safe_to_auto_handle,You're welcome. Keep us posted for any further assistance.,True,True
76,@AmazonHelp Yea I did .. sadly the same bug always!!,"@214639 In that case, kindly connect with us here: https://t.co/vlvfJrlYEH and we'll get this checked for you. ^PB",other_non_actionable,False,device_technical,False,,device_technical,False,customer_service_complaint,0.13364984569634078,@AmazonHelp Yea,Sorry for the inconvenience. Please drop in your details here: I'll look into this for you.,0.54010276336166,True,low_intent_confidence,Sorry for the inconvenience. Please drop in your details here: I'll look into this for you.,False,False
77,"@AmazonHelp They refunded me the $5.99 for shipping, and the guy apologized and said that it would be here today, and I checked the tracking and it hasn’t even left the facility, and says it’ll be here by tomorrow.","@782575 Oh, no! I know how frustrating it can be when your package doesn't arrive when you expect it to. We want to ensure this arrives, so please keep us posted on the delivery. ^DG",order_delivery,False,order_delivery,False,,order_delivery,False,returns_refunds,0.1699385993958004,"@AmazonHelp Ugh, I REALLY need this item delivered today as scheduled, but it hasn't even left carrier facility! No way it'll be here by 8pm","I'm sorry it hasn't shipped! Since this is urgent, please reach us here: so we can look into it.",0.2677638160708531,True,low_intent_confidence,"I'm sorry it hasn't shipped! Since this is urgent, please reach us here: so we can look into it.",False,False
78,@AmazonHelp El producto es vendido x amazon el dia 15 d este mes y ademas d llegar con días d retraso ni siquiera va a la dirección correcta!,"@775970 Comprendo, Cheno. Para lograr revisar mejor la situación, te recomendamos que contactes directamente a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe. ^AA",other_non_actionable,False,order_delivery,False,,order_delivery,False,other_non_actionable,0.12226518313816452,@AmazonHelp El producto aparecía bajo el renglón Prime,¿Has recibido algún correo electrónico informando la razón del retraso con la entrega de tu pedido?,0.28339829660089594,True,low_intent_confidence,¿Has recibido algún correo electrónico informando la razón del retraso con la entrega de tu pedido?,False,False
79,"Half of my ‘Kindle’ screen has gone, I am 1/4 way through a book, what can I do??
@115830 ??",@226937 Hi Jim! Did you try the following steps:https://t.co/OKHJtlutp2.^CN,digital_content,False,device_technical,False,,device_technical,False,digital_content,0.24835949717717212,@AmazonHelp what I can do.,Sorry about the confusion. Please share your details here: and we'll help you with this.,0.31652345463205744,False,safe_to_auto_handle,Sorry about the confusion. Please share your details here: and we'll help you with this.,False,True
80,@12154 @115850 Will the new TV show be available to Prime users in the US? or is this India only?,"@286368 We have not made an announcement yet, Aditya. Please stay tuned for an update on this. ^KS",subscription_prime,False,subscription_prime,False,,subscription_prime,False,digital_content,0.22079010015217884,@119625 @12154 Is this available in the US?,"The content is geo-location specific, you will only be able to view this in India.",0.28786277583137543,False,safe_to_auto_handle,"The content is geo-location specific, you will only be able to view this in India.",False,True
81,Not sure how having my @115830 delivery being dumped behind a bin constitutes being handed to resident? Last time I checked I don’t live in a bin or pay for #AmazonPrime for this. Wasted time knocking on neighbours doors looking for it as well. 😡,@696263 I'm sorry to hear you had to search for your parcel! We would like to record your feedback with you. Please reach us via phone or chat here: https://t.co/qy3J24VGxb ^JS,subscription_prime,False,order_delivery,False,,order_delivery,False,order_delivery,0.14802823469691942,@115821 order number Q22603246803 is shown as being handed to resident last night but it wasn’t and I was in all night,"I'm so sorry to hear this, Andrew! We'd like to take a closer look into this with you here:",0.2229271071018103,True,low_intent_confidence,"I'm so sorry to hear this, Andrew! We'd like to take a closer look into this with you here:",True,False
82,"Hi @115821, this is the third day in a row that I have received this message, I know Texas is big but seriously how hard is it to deliver 2 car stickers? My Prime membership is feeling pretty laughable at this point. https://t.co/xV1Jybwfr0","@120177 I am sorry to hear that, Aletta. What notifications do you get on the previous days the order was meant to be delivered? ^SM",subscription_prime,False,order_delivery,False,,order_delivery,False,subscription_prime,0.2458132925396062,@AmazonHelp This is just insulting at this point https://t.co/zCNNybywGD,I completely understand your frustration! Please let us know if you don't receive your order on Saturday by 8 PM.,0.2878045773900517,False,safe_to_auto_handle,I completely understand your frustration! Please let us know if you don't receive your order on Saturday by 8 PM.,False,True
83,"@116090 
I have a $300 order pending but for some reason you
say my credit card “doesn’t” match?? Strange it’s being accepted everywhere else with a very high
CRedit Limit. I spent 3hrs taking advantage of Cyber D
Help by giving me a no. to call or the Bezos phone no.","@386786 We're unable to access your account via Twitter, Patricia. At your convenience, contact us via phone or chat here: https://t.co/Q7Ftz6nj80 We'd be happy to assist with your order in real-time. ^SK",payment_billing,True,payment_billing,True,,payment_billing,True,payment_billing,0.20990134865942736,Stop taking advantage of me @115821,Hello - can you tell us about what's going on without posting order or account information?,0.20640215530068223,True,high_risk_intent,Hello - can you tell us about what's going on without posting order or account information?,True,True
84,"@AmazonHelp @130687 Por suerte para mi, no para el planeta, los 8kg y medio de papel de burbujas han hecho su trabajo. Tengo pasatiempos para rato. Pop.","@281025 Hola Sampru, nuevamente lamentamos todo inconveniente. Puedes entrar al siguiente enlace para poder dar valoración del embalaje: https://t.co/3GGTpWUi3j ^FZ",device_technical,True,product_order_issue,False,,product_order_issue,False,device_technical,0.12776179848789318,"@AmazonHelp Por suerte, vino hace un rato jajaja volvemos a Defcon 5",🤗,0.22495173073950359,True,legal_or_high_risk,🤗,False,False
85,@AmazonHelp Thanks for your  cooperation,@401820 We're glad to be of assistance to you. Please do keep us posted for any further queries. ^GS,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,other_non_actionable,0.21113762131297317,@AmazonHelp ok thanks sir for your cooperation,"You're welcome, Hardik. Let us know how things go.",0.5929032499879202,False,safe_to_auto_handle,"You're welcome, Hardik. Let us know how things go.",True,True
86,@115850 @AmazonHelp What is use of prime membership  when no support from yu regarding shipment updating and cancelling order...,@274554 I'm sorry to know the order has been canceled. I'd like to know what went wrong and assist you with it. Please share your details here: https://t.co/COKQVOEcoK and I'll get back to you.,subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.2413348607570179,"@AmazonHelp No use of prime membership, return my money","Could you please confirm, if we've missed the estimated delivery date?",0.2924701983659721,False,safe_to_auto_handle,"Could you please confirm, if we've missed the estimated delivery date?",True,True
87,@AmazonHelp detail already provided to u in ur earlier same fix reply.,"@343710 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN",other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,customer_service_complaint,0.16652274842949,@AmazonHelp Detail s shared,"We've sent a correspondence to your registered email address, request you to check the same.",0.43976567781862086,True,low_intent_confidence,"We've sent a correspondence to your registered email address, request you to check the same.",False,False
88,@AmazonHelp still my refund not credited. yesterday is the refund date but no credit. and i ask yesterday customare care they are told me go to nearest bank and tell the  reference number he will help you. what is this sir all your side misstake but all problem handle me only.. very bad sry?,"@119214 Apologies for the hassle. Please contact your bank customer service and dispute the transaction as 'refund not processed'. At that time, they will see a pending refund and will follow the path back to our payment processor to locate the refund.  ^SC",returns_refunds,False,returns_refunds,False,,returns_refunds,False,returns_refunds,0.20154237815196532,@AmazonHelp Still refund amt is not credited 😐 #AmazonGreatIndianFestival,I'm sorry for the inconvenience. Please contact our support team here: and we'll look into this.,0.16018302581815502,True,low_historical_similarity,I'm sorry for the inconvenience. Please contact our support team here: and we'll look into this.,True,False
89,"@115830 about the purpose of the toys: if you want to completely distract the child from music, buy a baby piano with a bad sound without the ability to connect to high-quality acoustics, without the possibility to turn on the library of sounds ... (about toys)? https://t.co/hXnFOlHiUx","@204573 Hello! We'd like to assist! Just to confirm, is the order you received not matching the description of what is listed on our website? ^TE",digital_content,False,product_order_issue,False,,product_order_issue,False,other_non_actionable,0.14497598510490917,@AmazonHelp And I don't want an invoice. I want to give the recipient the ability to return the gift without knowing how much I paid.,"A gift receipt is not required to return a gift. The gift recipient can use the tracking number found on the order packaging and contact our customer service team via phone or chat. Was there a packing slip with the order? If so, it may contain the order number.",0.15750831395682235,True,low_intent_confidence,"A gift receipt is not required to return a gift. The gift recipient can use the tracking number found on the order packaging and contact our customer service team via phone or chat. Was there a packing slip with the order? If so, it may contain the order number.",False,False
90,@AmazonHelp I have the email.,@407433 Can you provided us with the seller? You can find that information here: https://t.co/Y5jpI9gRhE ^LS,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,account_security,0.3010292646055345,@AmazonHelp i have :),"ok, and were you given some information?",0.4966938220873648,True,high_risk_intent,"ok, and were you given some information?",False,False
91,@AmazonHelp Will you refund courier chatges if i send it back?,@812637 I understand your concern. Kindly refer: https://t.co/ZaHwlU3hja for information regarding the refund of return shipping charges. ^MO,returns_refunds,False,returns_refunds,False,,returns_refunds,False,returns_refunds,0.2179794606613869,@AmazonHelp And who will refund me if i send it back by post,Please connect with our support team here: and we'll look into this.,0.3838951965103558,False,safe_to_auto_handle,Please connect with our support team here: and we'll look into this.,True,True
92,"@120533 c’est ça votre emballage cadeau à 2,99€ ? Vous avez régressé sérieux 3€ pour un truc que je vais devoir refaire parce qu’il est moche et transparent, c’est du papier carton pour chaussures vous déconnez !!!?! https://t.co/igr56f7y4U","@132735 Bonjour, je suis désolé pour cela 😔 Sachez que vous pouvez soumettre une évaluation sur l'emballage via le lien suivant : https://t.co/yPgAjacwyh
Vous pouvez aussi le signaler à notre SAV via : https://t.co/hgIrz98cdI",other_non_actionable,False,product_order_issue,False,,product_order_issue,False,product_order_issue,0.1693447404994332,@AmazonHelp Et l'emballage cadeau est top! :),C'est parfait. Nous sommes ravies que l'emballage vous a plu 😍😍,0.24842607401916136,True,low_intent_confidence,C'est parfait. Nous sommes ravies que l'emballage vous a plu 😍😍,True,False
93,アマゾンプライムにコウノドリの１期があったので流し見しよ～と思ったけど号泣しまくりでつらい朝,@533015 プライム・ビデオのご利用ありがとうございます。お腹の赤ちゃんと一緒に素敵な一日になりますように！SK,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,digital_content,0.2528879464503228,amazonのfireTVstickが見れない😢,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,0.0,True,low_historical_similarity,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,False,False
94,"@AmazonHelp Initially amazon sent me a totally wrong item 

I raised a request for exchange, But in exchange, again they sent me wrong item 
First you sent me some other shoes and in exchange you sent me a shoes of different size.

This is really annoying","@143735 Certainly not the kind of experience we'd want you to have, Prithu. Could you please confirm, submitting your details using the link shared earlier? ^MK",product_order_issue,False,product_order_issue,False,,product_order_issue,False,returns_refunds,0.2289730618674302,@AmazonHelp you sent me the wrong game,I'm sorry for the mix-up! Please visit us at the following link to review our return options:,0.295613904625491,False,safe_to_auto_handle,I'm sorry for the mix-up! Please visit us at the following link to review our return options:,False,True
95,@AmazonHelp No se donde está,"@450796 Ramon, por este medio no contamos con acceso a tu cuenta. ¿Es gestionado por Amazon o por un vendedor externo? ^DA",other_non_actionable,False,order_delivery,False,,order_delivery,False,customer_service_complaint,0.13070085506589943,@116928 DONDE ESTA MI PEDIDO ???!!!!! https://t.co/eeuoNSy81r,"Hola, sentimos lo ocurrido. Por motivo de seguridad, sugiero no compartir información personal de tu cuenta o 1/2",0.3528549358819226,True,low_intent_confidence,"Hola, sentimos lo ocurrido. Por motivo de seguridad, sugiero no compartir información personal de tu cuenta o 1/2",False,False
96,@AmazonHelp immer noch nichts ... was würde bushido tun?,@524526 Kannst dich gerne zur Prüfung hier melden: https://t.co/bZ6Syvy6b9 Würde Bushido bestimmt auch tun ;) Gruß ^TA,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,order_delivery,0.12685788040222248,@AmazonHelp immer noch keine Antwort?😥,"Hi, wie ich gesehen habe, hat mein Kollege heute hier nochmals nachgehakt. Aber wir warten leider auch noch. Gruß",0.47884645288029837,True,low_intent_confidence,"Hi, wie ich gesehen habe, hat mein Kollege heute hier nochmals nachgehakt. Aber wir warten leider auch noch. Gruß",False,False
