sample_id,customer_text,gold_intent,predicted_intent,intent_confidence,retrieval_similarity,gold_escalate,predicted_escalate,gold_escalation_reason,error_type
54,"@AmazonHelp Nein, nein. Der Ring und das Symbol mit dem Mikrofon leuchten rot. Es hat aber niemand den Knopf gedrückt.",device_technical,other_non_actionable,0.1286729946914389,1.0,False,True,not_applicable,escalation_error
55,@AmazonHelp Does not work.,device_technical,device_technical,0.2327255538283156,1.0,False,True,not_applicable,escalation_error
56,"Hey, @115830.

You can deliver me a book in literally hours.
So, when I cancel my subscription to Prime, how about you actually stop automatically trying to take the money every month? It shouldn't have to be something that needs RE-doing, once already cancelled.

Stop.",subscription_prime,subscription_prime,0.2037047338883116,0.9999999999999996,False,True,not_applicable,escalation_error
57,"@120533 @132988 Bilan : la boîte est presque pas abîmée (le mot clé étant « presque »), juste (de quoi passer) un doigt. 👈👀
Le rembourrage papier censé empêcher la console de se balader dans le colis et protéger les coins n'était pas suffisant, il semble avoir glissé pendant le transport. 💥😢 https://t.co/UPp9zwqwOd",product_order_issue,order_delivery,0.1369385393378762,0.9999999999999998,False,True,not_applicable,escalation_error
58,"@AmazonHelp It is a movie not a TV series...OK..if someone had been watching it,would appreciate notification before content is removed midway,thanks!!",digital_content,product_order_issue,0.1155609045002033,1.0,False,True,not_applicable,escalation_error
60,#AmazonIndia i am unable to understand why would my package estimated for oen day delivery become a 5 day delivery episode??? I can't track,order_delivery,digital_content,0.2334095200487487,1.0,False,True,not_applicable,escalation_error
61,@AmazonHelp 神対応、本当にありがとうございます！！,other_non_actionable,customer_service_complaint,0.1463306214229216,0.9999999999999996,False,True,not_applicable,escalation_error
64,Hello @2600 ça va ? J'ai un souci avec une commande on passe en DM ?,product_order_issue,order_delivery,0.1350560024507293,1.0,False,True,not_applicable,escalation_error
65,"Amazon商品誤配送で人生初返品手続き。
ふざけやがって",returns_refunds,returns_refunds,0.1550138429597734,0.0,False,True,not_applicable,escalation_error
67,"@115850 I ordered a book called ""The Baker In The World'. It was suppose to arrive today. Later got a text saying couldn't arrive due to no payment. BUT NOBODY CAME HOME FIRSTLY TO DELIVER? WHY THIS TORTURE??",order_delivery,order_delivery,0.1399156612476458,1.0,False,True,not_applicable,escalation_error
69,"99.9% of the time, being a Prime @115821 member is great. But don't ""guaranteed delivery"" on a certain date, and show ""arriving by 8pm today"" when the ORDER HASN'T EVEN FUCKING SHIPPED YET.",order_delivery,subscription_prime,0.2508929833359412,0.9999999999999998,False,True,not_applicable,escalation_error
71,"@AmazonHelp UK consumer law states under distance selling rules I’m entitled to FULL refund of payment, returns costs if item is faulty! Just coz his registered office is in Jersey &amp; dispatches from Netherlands doesn’t mean he or amazon can circumvent my rights!",returns_refunds,payment_billing,0.2036102223183341,1.0,False,True,not_applicable,escalation_error
72,なぜかKindleダウンロードできなくなった,digital_content,device_technical,0.2455299295758271,0.0,False,True,not_applicable,escalation_error
74,"@AmazonHelp but to me that I was charged the same day and never received a refund of the purchase .. in conjunction with the 3 times I have called have not helped me and assist me in an unprofessional way, I do not think that is what which represents the company, please help me",returns_refunds,payment_billing,0.2568318392239997,1.0,False,True,not_applicable,escalation_error
75,"@AmazonHelp Yes, other commands are working fine",device_technical,device_technical,0.2385815334757263,1.0,False,True,not_applicable,escalation_error
76,@AmazonHelp Yea I did .. sadly the same bug always!!,device_technical,customer_service_complaint,0.1336498456963407,1.0,False,True,not_applicable,escalation_error
77,"@AmazonHelp They refunded me the $5.99 for shipping, and the guy apologized and said that it would be here today, and I checked the tracking and it hasn’t even left the facility, and says it’ll be here by tomorrow.",order_delivery,returns_refunds,0.1699385993958004,1.0,False,True,not_applicable,escalation_error
78,@AmazonHelp El producto es vendido x amazon el dia 15 d este mes y ademas d llegar con días d retraso ni siquiera va a la dirección correcta!,order_delivery,other_non_actionable,0.1222651831381645,1.0,False,True,not_applicable,escalation_error
79,"Half of my ‘Kindle’ screen has gone, I am 1/4 way through a book, what can I do??
@115830 ??",device_technical,digital_content,0.2483594971771721,0.9999999999999998,False,True,not_applicable,escalation_error
80,@12154 @115850 Will the new TV show be available to Prime users in the US? or is this India only?,digital_content,digital_content,0.2207901001521788,0.9999999999999996,False,True,not_applicable,escalation_error
81,Not sure how having my @115830 delivery being dumped behind a bin constitutes being handed to resident? Last time I checked I don’t live in a bin or pay for #AmazonPrime for this. Wasted time knocking on neighbours doors looking for it as well. 😡,order_delivery,order_delivery,0.1480282346969194,1.0000000000000002,False,True,not_applicable,escalation_error
82,"Hi @115821, this is the third day in a row that I have received this message, I know Texas is big but seriously how hard is it to deliver 2 car stickers? My Prime membership is feeling pretty laughable at this point. https://t.co/xV1Jybwfr0",order_delivery,subscription_prime,0.2458132925396062,1.0000000000000002,False,True,not_applicable,escalation_error
85,@AmazonHelp Thanks for your  cooperation,other_non_actionable,other_non_actionable,0.2111376213129731,1.0000000000000002,False,True,not_applicable,escalation_error
86,@115850 @AmazonHelp What is use of prime membership  when no support from yu regarding shipment updating and cancelling order...,subscription_prime,subscription_prime,0.2413348607570179,0.9999999999999998,False,True,not_applicable,escalation_error
88,@AmazonHelp still my refund not credited. yesterday is the refund date but no credit. and i ask yesterday customare care they are told me go to nearest bank and tell the  reference number he will help you. what is this sir all your side misstake but all problem handle me only.. very bad sry?,returns_refunds,returns_refunds,0.2015423781519653,1.0,False,True,not_applicable,escalation_error
89,"@115830 about the purpose of the toys: if you want to completely distract the child from music, buy a baby piano with a bad sound without the ability to connect to high-quality acoustics, without the possibility to turn on the library of sounds ... (about toys)? https://t.co/hXnFOlHiUx",other_non_actionable,other_non_actionable,0.1449759851049091,1.0000000000000002,False,True,not_applicable,escalation_error
91,@AmazonHelp Will you refund courier chatges if i send it back?,returns_refunds,returns_refunds,0.2179794606613869,1.0,False,True,not_applicable,escalation_error
92,"@120533 c’est ça votre emballage cadeau à 2,99€ ? Vous avez régressé sérieux 3€ pour un truc que je vais devoir refaire parce qu’il est moche et transparent, c’est du papier carton pour chaussures vous déconnez !!!?! https://t.co/igr56f7y4U",product_order_issue,product_order_issue,0.1693447404994332,0.9999999999999998,False,True,not_applicable,escalation_error
93,アマゾンプライムにコウノドリの１期があったので流し見しよ～と思ったけど号泣しまくりでつらい朝,digital_content,digital_content,0.2528879464503228,0.0,False,True,not_applicable,escalation_error
94,"@AmazonHelp Initially amazon sent me a totally wrong item 

I raised a request for exchange, But in exchange, again they sent me wrong item 
First you sent me some other shoes and in exchange you sent me a shoes of different size.

This is really annoying",product_order_issue,returns_refunds,0.2289730618674302,1.0000000000000002,False,True,not_applicable,escalation_error
95,@AmazonHelp No se donde está,order_delivery,customer_service_complaint,0.1307008550658994,1.0,False,True,not_applicable,escalation_error
96,@AmazonHelp immer noch nichts ... was würde bushido tun?,order_delivery,order_delivery,0.1268578804022224,1.0,False,True,not_applicable,escalation_error
98,@AmazonHelp This was the last update before I called amazon customer service today and that's when I found out it was lost.  I would of appreciated being notified of a lost or missing package instead of waiting for a package that was never coming. https://t.co/4lK4C9GKm3,order_delivery,order_delivery,0.1457805190714981,0.9999999999999996,False,True,not_applicable,escalation_error
99,"@AmazonHelp I've been a loyal prime customer for years. Currently, I'm being given the run-around on the return of a $700 cookware set. I would really appreciate some help, as I'm furious at your customer service.",returns_refunds,returns_refunds,0.1274389300347188,1.0,False,True,not_applicable,escalation_error
100,Hey @115850 - I keep getting this error on Amazon Now everytime I add a product to my cart. https://t.co/QM5yATrrJZ,device_technical,device_technical,0.2363775028459842,1.0,False,True,not_applicable,escalation_error
101,"@AmazonHelp Se que son una excelente empresa, pero les falla en esto, en estas fechas es mejor o deshabilitar la opción de un día o de plano agregar una nota de que el pedido puede no llegar en la fecha promesa por la sobredemanda",order_delivery,order_delivery,0.1348871188814848,1.0000000000000004,False,True,not_applicable,escalation_error
105,@123813 Se encuentra disponible con Android TV?,device_technical,digital_content,0.1375543562196389,0.9999999999999998,False,True,not_applicable,escalation_error
106,@AmazonHelp how long does it take for an order cancellation to process?,returns_refunds,product_order_issue,0.1630257725254798,1.0,False,True,not_applicable,escalation_error
107,"@AmazonHelp Yeah it was expected 6th-9th and still isn’t here, I ordered it on the 1st",order_delivery,order_delivery,0.1369347049736204,1.0,False,True,not_applicable,escalation_error
109,"@115821 why the fuck does your video quality fluctuate from amazing to a piece of shit every few seconds? My internet is fast as fuck. This is an Amazon Service problem. I wanna watch The Wire, dammit.",digital_content,digital_content,0.2348370438000249,0.9999999999999996,False,True,not_applicable,escalation_error
110,@115830 Please look into Your packaging services.,product_order_issue,order_delivery,0.1176652115408992,1.0,False,True,not_applicable,escalation_error
111,@115833 just set up a new Echo. Have access to contacts and places a call. People on other end of call can’t hear me but I can hear them. Help!,device_technical,customer_service_complaint,0.1533524573307156,1.0000000000000002,False,True,not_applicable,escalation_error
112,@AmazonHelp I don’t think I have even received one yet.,order_delivery,order_delivery,0.1223812767548113,1.0,False,True,not_applicable,escalation_error
116,@AmazonHelp Isn't there a way to hide the shopping cart side bar on the website???,device_technical,device_technical,0.2371611090995252,1.0,False,True,not_applicable,escalation_error
122,@123813 Ya contrate el año. Pero su aplicacion para smarTV Samsung se atora a cada rato y tengo que reiniciarla al terminar los capitulos de mi serie. Y aun no tienen cannal en Rocku Mexico. Ojalá mejoren esos aspectos,digital_content,digital_content,0.233206810467046,0.9999999999999998,False,True,not_applicable,escalation_error
125,"@AmazonHelp いやですね、返品完了って出てるのですがカード履歴を昨日見たところ返金されたらしき痕跡が見られなかったので。
で、今回は返品完了のメールが来てから4日経ってるのでさすがに？ という訳です",returns_refunds,returns_refunds,0.1517928093232625,1.0,False,True,not_applicable,escalation_error
126,@AmazonHelp Can i get someone who isn’t useless please. I want my money back,returns_refunds,returns_refunds,0.189149287109657,1.0,False,True,not_applicable,escalation_error
127,@AmazonHelp It is. In fact there is only 2 more left https://t.co/f3Bbu1JSLc,other_non_actionable,product_order_issue,0.1201935453728525,1.0,False,True,not_applicable,escalation_error
128,@AmazonHelp I talked to your Indian customer support representative and he said that he is not able to find contact number of seller. Do you really verify sellers before registering? I'm unable to claim my warranty for order of crossbeats headphone as it stopped workng in 5 mnths,product_order_issue,product_order_issue,0.1714317786896666,1.0,False,True,not_applicable,escalation_error
133,@129773 Why isn't #WonderWoman available as part of my @129773 account as are so many films are available on Lovefilm DVD but not via Prime?,digital_content,digital_content,0.2544868940724509,1.0,False,True,not_applicable,escalation_error
136,"@145529 969260892, product till not delived, worst experience from @145529 &amp; @115850",order_delivery,product_order_issue,0.1795805077724976,1.0,False,True,not_applicable,escalation_error
137,"@AmazonHelp I got mail from you, I surprised with your system/management!!!. They didn't find my query. I got this message from Amazon on 7th Oct 2017 ""Your Amazon.in order (#406-2033839-8995520) has been dispatched. Estimated delivery: Thursday, October 12. https://t.co/v30kra4gE3""",order_delivery,order_delivery,0.1369192776617899,1.0000000000000002,False,True,not_applicable,escalation_error
138,"@116618 , Why are the episodes unavailable? https://t.co/hC1mjyz3Ob",digital_content,digital_content,0.2400262316678557,1.0000000000000002,False,True,not_applicable,escalation_error
139,@AmazonHelp @115850 this charger is for OnePlus one my phone is one plus 5t and why don't u understand that one plus original charger is useful only because it has 4 amphere supply while other charger have 2.1 Amp supply,product_order_issue,payment_billing,0.2038721856998454,1.0,False,True,not_applicable,escalation_error
140,@AmazonHelp There was no reason given! Order number is 114-0528110-0291469,order_delivery,payment_billing,0.1155363887690978,1.0,False,True,not_applicable,escalation_error
141,"@AmazonHelp no, i use another website",other_non_actionable,other_non_actionable,0.1639227658349253,1.0,False,True,not_applicable,escalation_error
142,#Amazon-Alexa ist Gard angekommen 🤔😉,device_technical,other_non_actionable,0.1169392248804989,1.0,False,True,not_applicable,escalation_error
143,@AmazonHelp Management of what? What is HR?,other_non_actionable,subscription_prime,0.124542590275609,1.0,False,True,not_applicable,escalation_error
144,@AmazonHelp I’m a prime member I ordered two products $99 each in Canada while I’m here at our cottage but they want to charge me $60 to return ??? Gonna cancel my membership if this doesn’t get fixed @115821 @123644,returns_refunds,payment_billing,0.1976479603125548,0.9999999999999998,False,True,not_applicable,escalation_error
145,時間に追われてアマゾンプライマーになってしまった,subscription_prime,subscription_prime,0.1968616947849059,0.0,False,True,not_applicable,escalation_error
146,@115830 do I honestly have to send broken bulbs that arrived to me today back to you to get a replacement? Seems like a waste of resources https://t.co/vUCSJ8HZ1j,product_order_issue,returns_refunds,0.2041569900807703,1.0000000000000002,False,True,not_applicable,escalation_error
148,"@AmazonHelp Just watched your delivery person throw one of my packages out of his truck into the street, and then the rest out of his hand onto the sidewalk unattended.",order_delivery,order_delivery,0.1350651634934946,1.0,False,True,not_applicable,escalation_error
150,Amazonプライム無料会員登録したから30日間で仮面ライダー見まくるぞ～～～！！,digital_content,subscription_prime,0.1968616947849059,0.0,False,True,not_applicable,escalation_error
151,i'll keep you updated,other_non_actionable,other_non_actionable,0.136083236874235,1.0,False,True,not_applicable,escalation_error
152,@AmazonHelp Honestly your going with that 😂😂😂😂,other_non_actionable,other_non_actionable,0.1708300333916722,0.9999999999999996,False,True,not_applicable,escalation_error
153,Just ordered an @115821 Prime/ @115833 exclusive purchase. The future of retail is amazing.,product_order_issue,subscription_prime,0.2233473923730478,0.9999999999999998,False,True,not_applicable,escalation_error
154,@AmazonHelp I can't even imagine how brainless Bimbo you guys are if they are shipped as per delivery date how the hell was the order whose delivery date is farther than the previous Order got dispatched earlier but the previous Order is not dispatched yet,order_delivery,order_delivery,0.1378774928324301,0.9999999999999996,False,True,not_applicable,escalation_error
155,@117086 ja faz mais de um mes que eu comprei na pre venda gente queria muito saber pq que demora meses pra gente ter o lançamento nas mãos,product_order_issue,other_non_actionable,0.1274593028462966,0.9999999999999998,False,True,not_applicable,escalation_error
158,"@AmazonHelp よく利用させていただいてます‼︎
最近はアプリを使うと
すぐにも検索、注文ができて
有り難いです☺️",other_non_actionable,device_technical,0.242394760095227,1.0,False,True,not_applicable,escalation_error
159,"@AmazonHelp No sé cómo podéis trabajar con una empresa así, pues no cumplen los plazos de entrega y se ríen del cliente. Vais a perder muchos clientes de mi zona por su culpa.",order_delivery,other_non_actionable,0.1447575044358829,1.0000000000000002,False,True,not_applicable,escalation_error
161,@AmazonHelp Maginaaaa tamo junto! Sapiens do Yuval Noah Harari,other_non_actionable,other_non_actionable,0.17987490195811,1.0,False,True,not_applicable,escalation_error
162,"Umm excuse me @115821, how am i supposed to place my daily order?! 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️😩😩😩 https://t.co/rSY51Nq24p",device_technical,product_order_issue,0.1690661399711693,1.0000000000000002,False,True,not_applicable,escalation_error
164,@AmazonHelp A new laptop is number one on my list and then I might treat myself to an echo!,other_non_actionable,other_non_actionable,0.1534508463360472,1.0,False,True,not_applicable,escalation_error
165,"Hey @AmazonHelp yesterday and today when I’ve tried to log in or reset my password the website says I don’t have an account and I definitely do. And when I try to go to customer support I have to log in to get there, which if I could do I wouldn’t have to go to customer support.",account_security,account_security,0.3572188143764271,0.9999999999999998,True,False,high_risk_or_account_issue,escalation_error
167,@123813 Puedo comprar dispositivo p verlas en la tv?,digital_content,digital_content,0.1332220448316136,1.0,False,True,not_applicable,escalation_error
168,"@115850 ஆபர்னு விலை கமிபண்ணுவாங்க, நீ என்ன அதிகம் பண்ணிருக்க?",other_non_actionable,payment_billing,0.1909062791412061,0.9999999999999998,False,True,not_applicable,escalation_error
169,"@AmazonHelp 5 mal mindestens, ohne Stellungnahme des Fahrer oder der verantwortlichen Dispo tut soch wohl nichts. Sind arogante Fahrer, man merkt direkt dass die im Auftrag von @124285 fahren aber nicht dort direkt sind. Direkte Fahrer kommen am Tage, dass läuft suppi.",order_delivery,order_delivery,0.1232693982525645,0.9999999999999996,False,True,not_applicable,escalation_error
171,"@119356 @115821 @AmazonHelp. They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond https://t.co/U4dDAOLBJP",returns_refunds,payment_billing,0.2329346076026195,1.0,False,True,not_applicable,escalation_error
172,@115821 That the subscription is cancelled successfully,subscription_prime,subscription_prime,0.1186288493510203,1.0000000000000002,False,True,not_applicable,escalation_error
173,"@AmazonHelp YES i reported this last time, given no options, given a refund. Clearly these couriers still in use.  WAs home ALL day - FedEX, UPS, and USPS all delivered. Only YOUR courier ""attempted"" delivery and couldnt deliver towels, straws, and gravy strainer- no items that needed sig",order_delivery,order_delivery,0.1376516161160861,1.0,False,True,not_applicable,escalation_error
174,"勝手にAmazonプライムスチューデントの年会費支払われてて困る
今金ないんだよ",subscription_prime,payment_billing,0.1934274466233115,0.0,False,True,not_applicable,escalation_error
176,@117086 Mind Hunter  de David Fincher,digital_content,other_non_actionable,0.1843202048520393,1.0,False,True,not_applicable,escalation_error
177,@AmazonHelp Still doing it https://t.co/j96P6nI3yU,other_non_actionable,other_non_actionable,0.1459315552351857,1.0000000000000002,False,True,not_applicable,escalation_error
183,"@169994 So, this was delicious! Is this something that will be available in the future or somewhere else? Must. have.",product_order_issue,returns_refunds,0.1258713555551491,0.9999999999999998,False,True,not_applicable,escalation_error
184,"So, I have multiple @115821 Echos and @115888 Premium for Family. Being able to play music from multiple Spotify accounts to multiple Echos at once seems like a pretty basic requirement. Why can't I do this? Tempted to ditch the Echos for @122986 Homes @AmazonHelp",device_technical,device_technical,0.2114720052612954,1.0,False,True,not_applicable,escalation_error
186,@AmazonHelp Had to buy the audio bit again. Weird. Also very confused by the audible v kindle options. Kindle audio SO much cheaper!,digital_content,digital_content,0.256392520152559,0.9999999999999998,False,True,not_applicable,escalation_error
187,.@AmazonHelp where’s Thursday night football tonight?? I know it’s #BillsVJets but still. It’s the principle.,digital_content,order_delivery,0.1146120504947864,0.9999999999999996,False,True,not_applicable,escalation_error
188,@12393 An update a few months ago has meant I can't buy anything on the Kindle itself. Everytime I try it tells me it is updating &amp; then refuses to recognise the WiFi. &amp; Yes I'm turning it on and off.,device_technical,device_technical,0.2447180462532134,1.0000000000000002,False,True,not_applicable,escalation_error
189,@AmazonHelp They said all Prime membership types except for invitees and members who get their benefits via an Amazon Household are eligible. Nonsense.,subscription_prime,subscription_prime,0.1370084846302783,1.0,False,True,not_applicable,escalation_error
190,"@AmazonHelp Please explain why as a Prime member, 2 day shipping on items is shipped UPS ground? Further explain why even when I paid extra for overnight it was shipped UPS ground? This happens all the time.",order_delivery,subscription_prime,0.1572374179128575,0.9999999999999998,False,True,not_applicable,escalation_error
193,All I want is a full refund in my account for something that I am returning (Unopened package) @AmazonHelp I've done it before &amp; the rep is just going on about giving me hard time on a Full refund. I shouldn't have to sit here for this long.,returns_refunds,returns_refunds,0.1996636595597877,0.9999999999999996,False,True,not_applicable,escalation_error
194,"アマゾンファイアスティック、ふつうにヤバい発明じゃないですかね…
エウレカ見てたら一日終わるんですけど",device_technical,other_non_actionable,0.1775957935228624,0.0,False,True,not_applicable,escalation_error
196,@119625 @90949 Any new movies sir?,digital_content,digital_content,0.2575652684015024,1.0,False,True,not_applicable,escalation_error
198,When I call @115850 they say the offer on prime is for two more days but on app it shows different ! https://t.co/6Xht0RsPDz,subscription_prime,subscription_prime,0.2276754537563646,1.0000000000000002,False,True,not_applicable,escalation_error
200,きめた！！Kindle fire買う！もう、論文の束とか、本の束とか、あれで読んでやる！！,device_technical,digital_content,0.2819388058666267,0.9999999999999998,False,True,not_applicable,escalation_error
