sample_id,customer_text,retrieved_customer_text,retrieved_brand_response,similarity
92,"@120533 c’est ça votre emballage cadeau à 2,99€ ? Vous avez régressé sérieux 3€ pour un truc que je vais devoir refaire parce qu’il est moche et transparent, c’est du papier carton pour chaussures vous déconnez !!!?! https://t.co/igr56f7y4U",@AmazonHelp Et l'emballage cadeau est top! :),@133896 C'est parfait. Nous sommes ravies que l'emballage vous a plu 😍😍 ^SB,0.24842607401916134
93,アマゾンプライムにコウノドリの１期があったので流し見しよ～と思ったけど号泣しまくりでつらい朝,"いきなり来たんだけど
なんですかこれ！！？

@120465 https://t.co/4dhaXWNqB4",@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,0.0
94,"@AmazonHelp Initially amazon sent me a totally wrong item 

I raised a request for exchange, But in exchange, again they sent me wrong item 
First you sent me some other shoes and in exchange you sent me a shoes of different size.

This is really annoying",@AmazonHelp you sent me the wrong game,@673005 I'm sorry for the mix-up! Please visit us at the following link to review our return options: https://t.co/dWjcrANSRM ^WT,0.295613904625491
95,@AmazonHelp No se donde está,@116928 DONDE ESTA MI PEDIDO ???!!!!! https://t.co/eeuoNSy81r,"@564966 Hola, sentimos lo ocurrido. Por motivo de seguridad, sugiero no compartir información personal de tu cuenta o 1/2",0.3528549358819226
96,@AmazonHelp immer noch nichts ... was würde bushido tun?,@AmazonHelp immer noch keine Antwort?😥,"@507322 Hi, wie ich gesehen habe, hat mein Kollege heute hier nochmals nachgehakt. Aber wir warten leider auch noch. Gruß ^JS",0.4788464528802983
97,@AmazonHelp I tried getting a call back...twice...it did not connect...there seems to be a problem...,@AmazonHelp I tried but it did not work.,"@372492 Sorry for the trouble with adding your card, Chiraag. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD",0.28862962668246195
98,@AmazonHelp This was the last update before I called amazon customer service today and that's when I found out it was lost.  I would of appreciated being notified of a lost or missing package instead of waiting for a package that was never coming. https://t.co/4lK4C9GKm3,@AmazonHelp how do I report a lost or missing package?,@438938 Sorry you haven't received your package! What's the latest tracking/delivery date for your order: https://t.co/Y5jpI9gRhE? ^JP,0.27303350278462013
99,"@AmazonHelp I've been a loyal prime customer for years. Currently, I'm being given the run-around on the return of a $700 cookware set. I would really appreciate some help, as I'm furious at your customer service.","Worst experience with @115821 I've ever had, being given the run around is not good customer service.","@267737 We'd like to turn this experience around into a good one! Without giving account information, can you please tell us more about what's going on? We'd like to help! ^KJ",0.31535817366429336
100,Hey @115850 - I keep getting this error on Amazon Now everytime I add a product to my cart. https://t.co/QM5yATrrJZ,"@AmazonHelp I keep getting this error message when I try to add an item to my @117093 cart: ""…this item was not added to your cart."" https://t.co/crXn3yzrLi","@397143 I'm sorry to see the trouble, Matt! Have you tried to close the browser and try again? Maybe try on a different browser? ^HC",0.33228049126654124
101,"@AmazonHelp Se que son una excelente empresa, pero les falla en esto, en estas fechas es mejor o deshabilitar la opción de un día o de plano agregar una nota de que el pedido puede no llegar en la fecha promesa por la sobredemanda",@AmazonHelp Es el primero pero pienso comprar otro flash edad de oro en amazon por que son una pistola en el pedido y en el envio 🙏🏽,"@727874 ¡Corremos para enviar los paquetes bien rápido! 🏃 Dinos, ¿ya viste la película? :D ^CR",0.21843738866443313
102,"@115850  My Keyboard  cover ( ORDER # 405-9026240-1774718)  had been delivered on 28th Sept. 2017. Since the product was undersized, I sent online request for return on 3rd Oct. 2017. NO ACTION HAD BEEN TAKEN . While tracking I found that Return window closed on 09-Oct-2017 !!!","@115850 My Keyboard  cover ( ORDER # 405-9026240-1774718)  had been delivered on 28th Sept. 2017. Since the product was undersized, I sent online request for return on 3rd Oct. 2017. NO ACTION HAD BEEN TAKEN . While tracking I found that Return window closed on 09-Oct-2017 !!!","@366442 Please don't provide your order details, as we consider it to be personal information. 2/2 ^AP",1.0
103,It's really Pathetic 2 order a product from @115850 really a 3rd class service from you guys.u don't hav sense or urgency for cust service,@AmazonHelp Y don't you guys accept that you guys are joker @115850 @115821 @115851 it's really pathetic,@158494 We're sorry to know you are upset with us. Kindly elaborate the issue so we can assist accordingly. ^MP,0.208940952443519
104,"FIT1000 code expired but @115850 still advertising...
@180892 
Pls check and confirm if code is valid? https://t.co/6dYIhQlfYW","@AmazonHelp but i recd called ,, he told me my order cancelled pls  check and confirm","@171391 Sorry about the hassle, Jay. Please reach out to our support team with the link provided earlier. We will look into it. ^SB",0.28975681378388773
105,@123813 Se encuentra disponible con Android TV?,@123813 Ya se encuentra la aplicación en smartv ?,"@529267 Hola EDGAR, si está disponible, por favor checa las siguientes informaciones:https://t.co/m82qtRgWzm . ^MB",0.39317124869938147
106,@AmazonHelp how long does it take for an order cancellation to process?,HOW LONG DOES IT TAKE FOR AMAZON TO DELIVER @115821,"@495240 Hey, sorry your parcel hasn't arrived yet! Which Amazon site was this purchase made on? ^LB",0.5550537002111072
107,"@AmazonHelp Yeah it was expected 6th-9th and still isn’t here, I ordered it on the 1st",@AmazonHelp Yeah it was,@222173 Please reach out to us here: https://t.co/hApLpMlfHN so we can go over your options. ^CO,0.45041809302464275
108,"@115850 @115821 #Theif #stealer #Robber Without any notice, how you guys can close customer account without notice and confirmation. #amazonprime #fraud
#CustomerCareAmazon #ridiculous",@AmazonHelp You cancelled my subscription without any notice and without my consent. No explanation what so ever.,"@143761 I'm sorry for any frustration! Can you please provide us a bit more information? Which subscription ended? Have you been able to re-active it? We'd like to help, if possible. ^ST",0.26145992146565844
109,"@115821 why the fuck does your video quality fluctuate from amazing to a piece of shit every few seconds? My internet is fast as fuck. This is an Amazon Service problem. I wanna watch The Wire, dammit.",@AmazonHelp Just did. My internet is fast. Netflix app is working fine. But not prime video. Why?,@164751 We'd like to troubleshoot this with you in real-time. Please contact us here via phone or chat: https://t.co/EKXRLsnxJu ^GG,0.21803722352205848
110,@115830 Please look into Your packaging services.,@AmazonHelp Please look into it asap,"@402247 We've responded to you over DM, Chitresh. Please check your DM for more information. ^KS",0.40840533110380484
111,@115833 just set up a new Echo. Have access to contacts and places a call. People on other end of call can’t hear me but I can hear them. Help!,"@AmazonHelp Outgoing calls to cell phone and landline. Echo makes the call, I can hear them through speaker but they can’t hear me",@672566 Please try these quick fixes: https://t.co/ncHOhxs6pJ. Let us know if the problem persists. ^SH,0.36659390300073896
112,@AmazonHelp I don’t think I have even received one yet.,"@AmazonHelp Been waiting for a week for Echo invite, still haven't received one yet :/",@175410 We send limited number of invites each week. Keep an eye on your inbox.(2/2) ^RD,0.30420417858772775
113,@116928 hola pueden ayudarme x mensaje porfa? tengo un problema,@AmazonHelp pueden ayudarme en español?,"@330901 Claro, Cristian. ¿Cuál fue la fecha de entrega indicada en el correo de confirmación cuando realizaste el pedido? ^DB",0.4368732847244383
114,@115823 Our account was suspended for no logical reason. No response from you in days despite repeated requests for help.,"@4088 @37185 @AmazonHelp @37186 @37187 our account name buyerzone still suspended,no response yet..",@165815 We're sorry to hear about the delay. Please reach us here: https://t.co/vlvfJr4nN9 and we'll get this sorted soon. ^RS,0.20587836488861522
115,@AmazonHelp Already done. Same old answer. No solution. Do you have any sort of accountability left in you guys?,@AmazonHelp Already done .,@338759 Apologies for the experience. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist you. ^SV,0.299554600832215
116,@AmazonHelp Isn't there a way to hide the shopping cart side bar on the website???,@AmazonHelp On the website.,@804864 I'm sorry for the trouble! Most errors can be resolved by clearing the cache and cookies and restarting your web browser. Please let us know if this helps! ^LR,0.2617533508100805
117,"@AmazonHelp It says ""pending verification""",@AmazonHelp It says pending verification on my orders?,@429752 I'm sorry for the delay. Digital orders can take up to 4 hours to process completely. More info here: https://t.co/Q9flpeejTu ^LR,0.7899509249255456
118,@AmazonHelp The guy on the email said he will process a special case refund and not to worry. Amazon took 111.42 from my account on 11/8 i suspect they will take 111.99 sometime in order to fully charge the 223.41 of the GC.,@AmazonHelp the guy on the call said it is not even dispatched yet! :(,@229890 Sorry to learn about that. Kindly share your details here:https://t.co/GIJyeYqKE0 and we'll assist you accordingly. ^GD,0.19944903775747952
119,"@AmazonHelp I have done the suggested steps on the Amazon Page itself ..  Left the Feedback, what else is required?",@AmazonHelp I have left the feedback already.,@159114 Thank you.^CD,0.2913159350199459
120,"@115821 @116935 this is the 4th vinyl album I received that is warped! What’s going on in the warehouses and/or shipping? It’s frustrating to have to constantly return. You have a great return policy, but the time is the frustrating part.",@AmazonHelp  another package delayed. This is the 4th time in the past couple of months. What’s going on??!,@456015 I'm so sorry to hear this! Is this happening with one specific carrier? You can check here: https://t.co/Y5jpI9gRhE ^TH,0.19166545290168155
121,@115830 why have I been charged delivery on a free delivery item.  So annoyed. Can't find way to message you,"@AmazonHelp hi, why have I been charged £1? https://t.co/L0uXCq4BVJ",@149250 The £1 you see is an authorisation for checking the validity of your card. More info here: https://t.co/POiWXi6VfJ  ^JP,0.24813016134993068
122,@123813 Ya contrate el año. Pero su aplicacion para smarTV Samsung se atora a cada rato y tengo que reiniciarla al terminar los capitulos de mi serie. Y aun no tienen cannal en Rocku Mexico. Ojalá mejoren esos aspectos,@123813 Acabo de ver los 6 capítulos de la serie LORE y esta buenísima! Saludos,@458990 ¡Genial Hector! ¿Qué es lo que más te gusta de la serie? 😄📺 ^KS,0.27954315194127
123,@AmazonHelp yes but did not get any reply,@AmazonHelp But I did not get it..,@363738 here: https://t.co/GIJyeYqKE0 with requested details. Appreciate your patience. 2/2 ^MJ,0.5519360052196853
124,@115821 Dear Sir Someone calling me informing that I have wing raffle and need to Pay RS 6500 for proceeding the prize. Bank details shared with me. Called amazon but response poor. I am willing to support Amazon in nabbing this gang,@AmazonHelp Details shared..,@394425 Thanks for confirming. We'll check and get back to you with an update regarding this soon. ^NR,0.18377521508474343
125,"@AmazonHelp いやですね、返品完了って出てるのですがカード履歴を昨日見たところ返金されたらしき痕跡が見られなかったので。
で、今回は返品完了のメールが来てから4日経ってるのでさすがに？ という訳です",@AmazonHelp Thaaaaaaaaaanks,@471968 You're most welcome! We're always happy to help! ^HS,1.0
126,@AmazonHelp Can i get someone who isn’t useless please. I want my money back,@AmazonHelp I want my money back,@290982 I understand your frustration. Please contact us here via phone or chat so we can look into this: https://t.co/EKXRLsnxJu ^GG,0.4069646609124875
127,@AmazonHelp It is. In fact there is only 2 more left https://t.co/f3Bbu1JSLc,@AmazonHelp It is,@324811 I'm sorry. We're unable to access account info via twitter. Please give us a call here: https://t.co/hApLpMlfHN ^JF,0.3247951972856481
128,@AmazonHelp I talked to your Indian customer support representative and he said that he is not able to find contact number of seller. Do you really verify sellers before registering? I'm unable to claim my warranty for order of crossbeats headphone as it stopped workng in 5 mnths,@115850 how to claim my warranty I purchase 1 more earphone from amazon india...,"@217255 As this is a service related issue, please reach out to the closest service centre and they'll help you out. ^GS",0.2092533590669522
129,@AmazonHelp nobody attempted to deliver this and it was a prime order. Why am I paying for membership when you don't deliver?! #badservice https://t.co/x9CJBSGLQ2,@116090 why am I paying for prime? https://t.co/KkUlj2ciMs,"@667190 Hey Timothy! Have we missed an expected delivery date? Please, do let us know. We're here to help! Our shipping method timers don't start until your order ships. Learn more: https://t.co/khqFhMxY8e ^JE",0.2777125392159426
130,"@AmazonHelp How do you rank that solution to be best?
I need email is of some one responsible. Your email is simply a copy paste job. I have been raising complain since 01 November but that doesn't ring a bell in you ears. Post Numerous phone calls and emails you are telling that no return",@AmazonHelp Still Awaiting solution to my grievance. It's been two days and now Amazon will say It's been over a month since delivery so can help even though I have been raising the issue since 01 November 2017.,"@241603 I had checked for the details but could not find any, I would request you to kindly drop the details once again on the same link that was shared earlier. ^KK",0.1844576681402212
131,@AmazonHelp you have let me down bigtime. Message sent.,Amazon let me down.,@436249 This isn't what we like to hear! Can you tell us more about what's going on without posting account info? We'd like to help! ^KJ,0.4537822132004822
132,@AmazonHelp a purchase of 7.98 has come out of my account that I didn't make? Help please,@AmazonHelp I've received an order that I didn't make can you help please?,"@689503 My apologies. If you get in touch: https://t.co/JzP7hlA23B, we'll be happy to look into this. ^DC",0.32836705911446107
133,@129773 Why isn't #WonderWoman available as part of my @129773 account as are so many films are available on Lovefilm DVD but not via Prime?,Why isn't @132976 available on @119625 ?,"@184208 Both the seasons of The Grand Tour are available on prime video, please keep us posted if you aren't able to find them. ^GS",0.24435723774555562
134,"@AmazonHelp Reaching out to you via chat was precisely what I did. Although I did manage to get a ticket created, that was only after ~30min persuading someone to do so, while they were trying to convince me to call your support in the US, as I mentioned.

Let's hope I'll be helped!
-Paulo",@AmazonHelp Let's hope,"@143382 Appreciate your understanding, Jay. We'll ensure to close your concern at the earliest. ^MK",0.16251439129255252
135,@AmazonHelp @115850 @AmazonHelp kindly look into the issue I have raised with respect to my mother’s account as well. The same issue exists of redemption of gift card. Multiple times raised an issue but no resolution. Look into that as well,@115850 @AmazonHelp Kindly look into this,@712913 That's odd. Kindly re-install the app once. Do let us know if the issue still persists. ^PS,0.3421091743155603
136,"@145529 969260892, product till not delived, worst experience from @145529 &amp; @115850",@AmazonHelp Till i not received any mail,"@465794 That's strange. If you're unable to locate a correspondence from us, please drop your details here: https://t.co/GIJyeYqKE0^VN",0.2567168872301805
137,"@AmazonHelp I got mail from you, I surprised with your system/management!!!. They didn't find my query. I got this message from Amazon on 7th Oct 2017 ""Your Amazon.in order (#406-2033839-8995520) has been dispatched. Estimated delivery: Thursday, October 12. https://t.co/v30kra4gE3""",@115851 @115850 Amazon.in Order # 406-9047234-6277910,"@267722 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR",0.22836292514242076
138,"@116618 , Why are the episodes unavailable? https://t.co/hC1mjyz3Ob",@AmazonHelp amazoncontact options unavailable https://t.co/GSi8dZ6z6N,@526255 Sorry for the trouble you've had. Kindly try reaching out to our support team after sometime. Do keep us posted. ^MM,0.4967297123513596
139,@AmazonHelp @115850 this charger is for OnePlus one my phone is one plus 5t and why don't u understand that one plus original charger is useful only because it has 4 amphere supply while other charger have 2.1 Amp supply,@115850 Exchange available? One plus 5↔️ one plus 5T,"@285585 Considering that the mobile has launched recently and only available on flash sale, we do not have any annoucement regarding the availability of exchange for now. ^RI",0.2596667897061918
140,@AmazonHelp There was no reason given! Order number is 114-0528110-0291469,@AmazonHelp My order number is: 114-6053186-3563459,"@312390 We'd like to help, Mitch, but on Social Media, we have no account access. Please reach us here: https://t.co/233GuUIPkP ^TM",0.5820499330629572
141,"@AmazonHelp no, i use another website",@AmazonHelp No use https://t.co/oXWhKy5G6m only!!,@158387 Thanks for the information! Please reach out here: https://t.co/hApLpMlfHN so we can take a look at the order in real time. ^AH,0.3619595621994868
142,#Amazon-Alexa ist Gard angekommen 🤔😉,"出先から帰ってきたらアマゾンエコードット届いてた！
聞き取り精度かなり高い！感動！面白〜い(*´-`)
#amazon alexa https://t.co/3SdPVQOG2y",@719846 |ω・).｡oO( ありがとうございます！） SK,0.43286537843493234
143,@AmazonHelp Management of what? What is HR?,@AmazonHelp @115850 @131027 @3923 @1560.This shows d pathetic management of amazon. https://t.co/T5lUUFYJOU,"@144297 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK",0.26938843903566845
144,@AmazonHelp I’m a prime member I ordered two products $99 each in Canada while I’m here at our cottage but they want to charge me $60 to return ??? Gonna cancel my membership if this doesn’t get fixed @115821 @123644,@AmazonHelp @115821 @123644,"@244588 Hola Nazaret. Lamento mucho el inconveniente. Cuéntanos, ¿Es un producto vendido y distribuido por Amazon o Vendedor externo? Si el vendedor fue Amazon, ¿Hiciste la consulta con el transportista?
^FQ",0.2326608369777744
145,時間に追われてアマゾンプライマーになってしまった,"いきなり来たんだけど
なんですかこれ！！？

@120465 https://t.co/4dhaXWNqB4",@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,0.0
146,@115830 do I honestly have to send broken bulbs that arrived to me today back to you to get a replacement? Seems like a waste of resources https://t.co/vUCSJ8HZ1j,"🤔 @115821 why do I need to ship this back if it’s broken? It seems like a waste of packaging, can you just send me a replacement? https://t.co/BOS3VEJnYg",@376174 We appreciate you reaching out. Please contact us here via phone or chat to explore your options: https://t.co/EKXRLsnxJu ^GG,0.24898445937510713
147,"@AmazonHelp in real world why so much delay ? 

that is why you guys do fail the transaction at your end. #ThreeTimeFaild https://t.co/IncuXCt7ON",@AmazonHelp Why so much delay??,@750620 Cash back is provided by pertinent banks connected with the offer. Time taken to process is subject to their guidelines. ^CB,0.4434324188382338
148,"@AmazonHelp Just watched your delivery person throw one of my packages out of his truck into the street, and then the rest out of his hand onto the sidewalk unattended.",@AmazonHelp Just watched your delivery driver throw my package down my driveway before it skidded to a stop. 😡😡😡 https://t.co/AymdmVViNA,@330903 Oh no! Sorry to see this. This is not the behavior we expect from our carriers. Is your item damaged? Who was the carrier? ^ES,0.23877535564446817
149,クレジットがどうとかよりAmazonプライムがクレジット以外で払えるようになればええわ,"いきなり来たんだけど
なんですかこれ！！？

@120465 https://t.co/4dhaXWNqB4",@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,0.0
150,Amazonプライム無料会員登録したから30日間で仮面ライダー見まくるぞ～～～！！,"いきなり来たんだけど
なんですかこれ！！？

@120465 https://t.co/4dhaXWNqB4",@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,0.0
151,i'll keep you updated,@AmazonHelp Will keep you updated,"@350896 Thanks, please get in touch anytime! ^TS",0.6739415809939979
152,@AmazonHelp Honestly your going with that 😂😂😂😂,"@AmazonHelp How ,when your going to contact",@324801 You can check the correspondence sent by our team here: https://t.co/ubzNHWZvL2 ^SG,0.30326161695938525
153,Just ordered an @115821 Prime/ @115833 exclusive purchase. The future of retail is amazing.,@115821 is amazing.,"@183701 What can we say, we have the best customers! 🤷 ^JO",0.34867610538473204
154,@AmazonHelp I can't even imagine how brainless Bimbo you guys are if they are shipped as per delivery date how the hell was the order whose delivery date is farther than the previous Order got dispatched earlier but the previous Order is not dispatched yet,@115851 @115821 Previous order https://t.co/Wz64ig1aHh,@702376 Please reach out to an Account Specialist. They can be reached by phone: 888-282-2406 or e-mail: https://t.co/Y7Z9daKovm ^AF,0.2303878736687891
155,@117086 ja faz mais de um mes que eu comprei na pre venda gente queria muito saber pq que demora meses pra gente ter o lançamento nas mãos,"Ei @117086 :) Faz exatamente um mês que comprei meu livro em pré-venda, 1a vez. Estou subindo pelas paredes por notícias 8) Como faz?","@409802 Oi, você recebeu um e-mail com a data prevista de entrega do pedido? ^LG",0.2826080850054251
156,"@AmazonHelp Just on going monthly charge that has ZERO description just says ""Amazon Prime, Shipping &amp; Tax"" &amp; NO ONE can tell me what it is 4. I am on a yearly payment 4 Prime. Only answer given was that it was 4 Prime Shipping. I thought that was included in my yearly subscription.",@AmazonHelp Just says Amazon Shipping,"@192395 If it's Amazon Logistics, they can deliver up to 21:00  ^TD",0.2335631789778081
157,@AmazonHelp Every time I'm told that my query has been escalated and will be resolved. 9 hrs ago I was told that I will get a back call in 30 mins,@115850 My query has been escalated and people are *still* clueless. https://t.co/816oI5PeLg,"@170178 Apologies for the confusion, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll get back to you with required information. ^MJ",0.35004385455999787
158,"@AmazonHelp よく利用させていただいてます‼︎
最近はアプリを使うと
すぐにも検索、注文ができて
有り難いです☺️",@AmazonHelp Thaaaaaaaaaanks,@471968 You're most welcome! We're always happy to help! ^HS,1.0
159,"@AmazonHelp No sé cómo podéis trabajar con una empresa así, pues no cumplen los plazos de entrega y se ríen del cliente. Vais a perder muchos clientes de mi zona por su culpa.","De que sirve ser usuario PRIME, y no cumplen los plazos de entrega, ya me va pasando 3 meses este problema😬😈👎 @116928  2/2","@242943 Hola, lamentamos los inconvenientes. ¿Podrías comentarnos si actualmente tienes un pedido pendiente de ser entregado? ^FZ",0.2601075782317195
160,Hey @AmazonHelp @116316 ich tippe mal das das ein FAKE ist? https://t.co/IJieSetQ5v,@410567 @AmazonHelp @116316,"@410567 @410568 Hi, der Verkäufer hat den Artikel so online gestellt - gerne gebe ich das Feedback an ihn weiter. Habt ihr einen Link zum Produkt? Gruß ^MI",0.3488412778173015
161,@AmazonHelp Maginaaaa tamo junto! Sapiens do Yuval Noah Harari,@AmazonHelp A dominação masculina do Bourdieu. 😊,"@231842 Opa! Interessante demais, Rossana 😉 O livro da Chimamanda é maravilhoso, também 💖. ^LG",0.21044939527714432
162,"Umm excuse me @115821, how am i supposed to place my daily order?! 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️😩😩😩 https://t.co/rSY51Nq24p",@AmazonHelp Please place my order.. https://t.co/dgv4BlkTi4,"@381541 As informed earlier, request you to help us with the link of the product page so that we'll look into it and help you. ^SU",0.3410102313527439
163,@115821 for such a large profitable company the customer service is lacking,@115821 's customer service is lacking in the service area. Shouldnt have to wait months for a solution. @AmazonHelp,@338819 I'm sorry to hear we've let you down! Could you tell us more about what's going on? Please don't include personal information! ^ML,0.2976870135722569
164,@AmazonHelp A new laptop is number one on my list and then I might treat myself to an echo!,@AmazonHelp Where is a number I can call??,@441153 Please provide your phone number here: https://t.co/GNYSlUKIz1 and select the 'Call me now' option to connect with us. ^SJ,0.20402930629523602
165,"Hey @AmazonHelp yesterday and today when I’ve tried to log in or reset my password the website says I don’t have an account and I definitely do. And when I try to go to customer support I have to log in to get there, which if I could do I wouldn’t have to go to customer support.","@AmazonHelp When I try to log in, the same reinstate message","@665654 Sorry about that. On the link provided, you should see an option in blue to skip sign. Click there and send us your details. ^VS",0.29396456413742517
166,"@AmazonHelp I keep cancelling it but you keep taking the money the next month again, again and again... Can this be stopped?",@AmazonHelp I’ve already raised my issue to customer care last night. I need to place an order but you keep cancelling it.,@313526 Were you advised what the issue was when you contacted Customer Service? ^KM,0.261812514703862
167,@123813 Puedo comprar dispositivo p verlas en la tv?,"@115821 Hola, como puedo comprar?","@434261 Hola Diego, para hacer tu primera compra por favor sigue las instrucciones brindadas en este enlace: https://t.co/Q9KNhUgELO ^AZ",0.33211131670680527
168,"@115850 ஆபர்னு விலை கமிபண்ணுவாங்க, நீ என்ன அதிகம் பண்ணிருக்க?",@115850 Thanxx ☺,"@144475 You are welcome, Sharon!",1.0
169,"@AmazonHelp 5 mal mindestens, ohne Stellungnahme des Fahrer oder der verantwortlichen Dispo tut soch wohl nichts. Sind arogante Fahrer, man merkt direkt dass die im Auftrag von @124285 fahren aber nicht dort direkt sind. Direkte Fahrer kommen am Tage, dass läuft suppi.","@AmazonHelp Merkt ihr nicht, dass die Kunden mit der Vermarktung von ""Mr. Robot season 3"" total unziefrieden sind?!
(Untertitel)",@332411 Wir haben das bereits weitergegeben. Danke für den Hinweis. ^BL,0.2442441125652638
170,"@AmazonHelp I am being charged twice for the same book rental,what do i need to do to fix this?",@AmazonHelp What do I need to do?? https://t.co/WZ0uJum8lg,"@641876 Please choose to contact us via phone or e-mail. Once we're connected, we can review your available options. ^RA",0.34979134118023913
171,"@119356 @115821 @AmazonHelp. They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond https://t.co/U4dDAOLBJP",@AmazonHelp Done waiting for your refund and compensation amount,@313942 Sorry for the delay. Our team is looking into it and we will get your issue resolved at the earliest. ^GU,0.2609035963953513
172,@115821 That the subscription is cancelled successfully,@AmazonHelp I have! My subscription is cancelled @115830 are still charging me.. why?,@452018 Apologies. Please reach out - https://t.co/fxgZ6hTrFA so we can look into your concern further. Keep us posted. ^TP,0.35924061108236754
173,"@AmazonHelp YES i reported this last time, given no options, given a refund. Clearly these couriers still in use.  WAs home ALL day - FedEX, UPS, and USPS all delivered. Only YOUR courier ""attempted"" delivery and couldnt deliver towels, straws, and gravy strainer- no items that needed sig",@AmazonHelp yes i reported,@217529 Apologies for the delay in delivering your order. Please share your details here: https://t.co/GIJyeYqKE0 I'll assist you. ^SV,0.2361500246223695
174,"勝手にAmazonプライムスチューデントの年会費支払われてて困る
今金ないんだよ","いきなり来たんだけど
なんですかこれ！！？

@120465 https://t.co/4dhaXWNqB4",@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,0.0
175,"@115851 @AmazonHelp @115850 @115851 IS THERE ANY MORAL VALUE LEFT WITH YOU???
WHY THERE IS NO ACTION ON MY COMPLAINT TILL NOW EVEN AFTER SENDING MANY EMAILS TO YOU, amazon india customer support and top management.

A BIG SHAME!!!","@115851 @AmazonHelp @115850 #JeffBezos if you have any moral value left with you, take some quick action against cheating done with me by amazon india. I have already sent many emails to you with my complaint...but not seeing any action till now. ARE YOU WITH CORRIPT AND CHEATERS???","@147113 Could you elaborate on the issue, so that we can assist you accordingly? ^PJ",0.3529338640781234
176,@117086 Mind Hunter  de David Fincher,@117086 Dracula de Bran Stoker adoroooooo,@737422 Olá Raimundo! É um livro incrível!❤️ ^HC,0.380592021020552
177,@AmazonHelp Still doing it https://t.co/j96P6nI3yU,"@AmazonHelp Yes I did, and it’s still doing it",@231101 Well that isn't good! Can you contact us for real time troubleshooting? You can reach us via this link: https://t.co/hApLpMlfHN ^KI,0.586541979028903
178,"@AmazonHelp Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call &amp; never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”!! Really upset about her attitude",@AmazonHelp They told me over the phone it would be here by 9pm last night now it’s updated to today or tomorrow,"@649133 Sorry to hear this, this is not the kind of experience we would expect to hear. Did you check the tracking and check which carrier is handling this? :https://t.co/Y5jpI9gRhE   ^BZ",0.16812739659791534
179,@AmazonHelp I try every step under call Customer service. But every time call ended your side.,"@115850 every time I call customer service left me with a great experience. Recently talked with Himanshu, he was really great at customer service. I really appreciate your customer service.",@773639 Thank you! Kind words like yours make us work harder and provide the amazing service you expect from us. :) ^HS,0.23842907911247194
180,"@AmazonHelp I called the number you gave me Monday, they put my claim through and said I would have an email in 24 hours, it is now well past that and I’ve had no contact since. To clarify, my house is still damaged, I still have half a letter box and amazon haven’t done anything https://t.co/aT2byOV1gY",@AmazonHelp I called the number and said the code now nothing has happened in about 4 hours and my account is locked https://t.co/7whw37udH1,@670312 We want to take a closer look into this. Can you reach out to us here?  https://t.co/7JUmpzfcI5 ^MJ,0.15398094665508447
181,Is it just me or has @115850 been shitty for everyone off late? https://t.co/u2aVvJBEHM,Is it just me or has @115821 's delivery service just hit rock bottom? Anyone else experiencing this? #Amazon #PrimeWhatPrime,"@301216 I'm sorry for your experience! Without telling us account info, could you tell us what's going on? ^MH",0.27967647907819976
182,@AmazonHelp ありがとうございました！友人にきいたら詳しく教えてくれ、無事にお支払い番号お知らせメールがきました！,"@AmazonHelp ありがとうございました。
どうやらまだメールが発送されていなかっただけのようで、変更後のメールアドレスに無事に届きました。",@179941 ご心配をおかけいたしました。万が一ご不明な点がございましたら、ご遠慮なくお声がけくださいませ (*- -)(*_ _)　リプライいただきありがとうございました！HM,0.9999999999999998
183,"@169994 So, this was delicious! Is this something that will be available in the future or somewhere else? Must. have.",When will @105961 be available in the US @115821?,"@340710 Thanks for interest! However, we don't have access to that information of if or when that movie will be available. Please check back for any updates. ^BV",0.2492570507014643
