sample_id,customer_text,brand_response,suggested_intent,suggested_escalate,human_intent,human_escalate,human_notes
103,It's really Pathetic 2 order a product from @115850 really a 3rd class service from you guys.u don't hav sense or urgency for cust service,"@353582 here: https://t.co/2t6DQoUmNZ, we'll look into it and get back to you soon. 2/2 ^AP",order_delivery,False,customer_service_complaint,False,
104,"FIT1000 code expired but @115850 still advertising...
@180892 
Pls check and confirm if code is valid? https://t.co/6dYIhQlfYW",@389868 Could you tell us more about the promo code you are referring to? ^HA,other_non_actionable,False,payment_billing,False,
105,@123813 Se encuentra disponible con Android TV?,"@270745 Hola, Hugo. Puedes verificar los dispositivos compatibles en este enlace: https://t.co/4hKt0TIHcq ^VL",other_non_actionable,False,device_technical,False,
106,@AmazonHelp how long does it take for an order cancellation to process?,"@817066 Great question! Generally, if an order hasn't begun processing, the request to cancel will go through instantly. However, if the order has begun processing, it may be unable to cancel. Additional information can be found here: https://t.co/WjO4hum5pP ^SK",order_delivery,False,order_delivery,False,
107,"@AmazonHelp Yeah it was expected 6th-9th and still isn’t here, I ordered it on the 1st",@623661 I'm sorry it hasn't arrived. Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. ^AH,order_delivery,False,order_delivery,False,
108,"@115850 @115821 #Theif #stealer #Robber Without any notice, how you guys can close customer account without notice and confirmation. #amazonprime #fraud
#CustomerCareAmazon #ridiculous",@689759 That's unusual. Has this been reported to our support team yet? ^MK,subscription_prime,True,account_security,True,
109,"@115821 why the fuck does your video quality fluctuate from amazing to a piece of shit every few seconds? My internet is fast as fuck. This is an Amazon Service problem. I wanna watch The Wire, dammit.",@253570 I'm sorry for this issue with streaming. Have you tried restarting the device you're using and your network to refresh the connection between the two?^DO,digital_content,False,digital_content,False,
110,@115830 Please look into Your packaging services.,@524865 We want to improve for future deliveries. Our packaging team would like to further review here: https://t.co/ZDiyglW24p ^FD,other_non_actionable,False,product_order_issue,False,
111,@115833 just set up a new Echo. Have access to contacts and places a call. People on other end of call can’t hear me but I can hear them. Help!,"@672566 Hi, Dan! For clarification, are you attempting to make Alexa-to-Alexa calls or outgoing calls to a landline or mobile? Some additional information on making calls from a compatible Echo device can be found here: https://t.co/RaDDPPxVoT ^AZ",device_technical,False,device_technical,False,
112,@AmazonHelp I don’t think I have even received one yet.,@263088 Please contact us via phone or chat here: https://t.co/hApLpMlfHN and we'll look into this for you. ^RL,other_non_actionable,False,order_delivery,False,
113,@116928 hola pueden ayudarme x mensaje porfa? tengo un problema,"@792297 ¡Hola! Puedes realizar tu consulta por Mensaje Directo, si lo prefieres. Recuerda no compartir información personal o de tu cuenta. Saludos. ^CR https://t.co/1XyLaGkcaN",other_non_actionable,False,customer_service_complaint,False,
114,@115823 Our account was suspended for no logical reason. No response from you in days despite repeated requests for help.,"@300938 Hey, sorry to hear about the trouble! W/o providing personal or acct specific info, can you tell us more? ^LB",customer_service_complaint,False,customer_service_complaint,False,
115,@AmazonHelp Already done. Same old answer. No solution. Do you have any sort of accountability left in you guys?,@168211 Kindly revert to the same for further assistance. (2/2) ^VM,other_non_actionable,False,other_non_actionable,False,
116,@AmazonHelp Isn't there a way to hide the shopping cart side bar on the website???,@717292 We'd like to help! Are you viewing Amazon by using the mobile shopping app or a web browser? ^AC,other_non_actionable,False,other_non_actionable,False,
117,"@AmazonHelp It says ""pending verification""",@335074 Please reach out to us here: https://t.co/hApLpMlfHN ^RR,other_non_actionable,False,account_security,False,
118,@AmazonHelp The guy on the email said he will process a special case refund and not to worry. Amazon took 111.42 from my account on 11/8 i suspect they will take 111.99 sometime in order to fully charge the 223.41 of the GC.,"@641747 Just to clarify Luis, when you reached out to us, did CS say they refunded all of it or just partial? ^JP",payment_billing,True,payment_billing,True,
119,"@AmazonHelp I have done the suggested steps on the Amazon Page itself ..  Left the Feedback, what else is required?","@192222 Have you contacted our support team for the issue you're facing? If not, please do so from the link provided earlier. ^HA",other_non_actionable,False,other_non_actionable,False,
120,"@115821 @116935 this is the 4th vinyl album I received that is warped! What’s going on in the warehouses and/or shipping? It’s frustrating to have to constantly return. You have a great return policy, but the time is the frustrating part.","@238166 I'm sorry your vinyl arrived in that condition! Please reach us by phone here: https://t.co/hApLpMlfHN, to escalate packaging feedback, and look at available options. ^JM",returns_refunds,False,returns_refunds,False,
121,@115830 why have I been charged delivery on a free delivery item.  So annoyed. Can't find way to message you,@389112 You can get a hold of us so we can take a closer look here: https://t.co/JzP7hlA23B ^MJ,payment_billing,True,payment_billing,True,
122,@123813 Ya contrate el año. Pero su aplicacion para smarTV Samsung se atora a cada rato y tengo que reiniciarla al terminar los capitulos de mi serie. Y aun no tienen cannal en Rocku Mexico. Ojalá mejoren esos aspectos,"@401902 Hola Aldo. Esperamos que te encuentres muy bien. Gracias informarnos lo sucedido. ¿Ya lo has reportado con Soporte al Cliente?  En caso de que no sea así, puedes hacerlo acá: https://t.co/XrMDSgEmbN 

^DB",other_non_actionable,False,device_technical,False,
123,@AmazonHelp yes but did not get any reply,"@219487 If you've contacted our support team over email, you'll soon receive a correspondence to your registered account. ^MA",other_non_actionable,False,other_non_actionable,False,
124,@115821 Dear Sir Someone calling me informing that I have wing raffle and need to Pay RS 6500 for proceeding the prize. Bank details shared with me. Called amazon but response poor. I am willing to support Amazon in nabbing this gang,"@685631 We do not have any promotions as such, Dinesh. Request you to please follow our website for any deals and offers.^SF",customer_service_complaint,False,account_security,True,
125,"@AmazonHelp いやですね、返品完了って出てるのですがカード履歴を昨日見たところ返金されたらしき痕跡が見られなかったので。
で、今回は返品完了のメールが来てから4日経ってるのでさすがに？ という訳です",@266948 ご心配をお掛けしております。ご案内した方法でも返金が確認できない場合は、該当の注文など詳細を確認した上でご案内させていただきますので、誠に恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,other_non_actionable,False,returns_refunds,False,
126,@AmazonHelp Can i get someone who isn’t useless please. I want my money back,"@300631 Hi,. please try this link to get through: https://t.co/zH8UlhTGcc. ^AT",returns_refunds,False,returns_refunds,False,
127,@AmazonHelp It is. In fact there is only 2 more left https://t.co/f3Bbu1JSLc,@623662 Thanks for confirming! We'd like to provide further insight on how our delivery dates are calculated: https://t.co/qaOzEJcO2e ^FD,other_non_actionable,False,other_non_actionable,False,
128,@AmazonHelp I talked to your Indian customer support representative and he said that he is not able to find contact number of seller. Do you really verify sellers before registering? I'm unable to claim my warranty for order of crossbeats headphone as it stopped workng in 5 mnths,"@255669 Sorry to know about the trouble you're facing in claiming the warranty. We'd like to have this checked, kindly drop in your details here: https://t.co/beaaDm0muc and we'll reach out to you at the earliest. ^EM",customer_service_complaint,True,customer_service_complaint,True,
129,@AmazonHelp nobody attempted to deliver this and it was a prime order. Why am I paying for membership when you don't deliver?! #badservice https://t.co/x9CJBSGLQ2,@463026 I understand your frustration! Have you contacted us about the delay: https://t.co/JzP7hlA23B? What options were given? ^KB,subscription_prime,False,order_delivery,False,
130,"@AmazonHelp How do you rank that solution to be best?
I need email is of some one responsible. Your email is simply a copy paste job. I have been raising complain since 01 November but that doesn't ring a bell in you ears. Post Numerous phone calls and emails you are telling that no return","@241603 As the return window for the product has expired we request you to contact the manufacturer. Please proceed as per the resolution provided in the email. For further assistance, please reply to the correspondence. ^AH",returns_refunds,False,customer_service_complaint,False,
131,@AmazonHelp you have let me down bigtime. Message sent.,@453673 Sorry to hear that. Have you spoken to someone over the phone? ^RS,other_non_actionable,False,other_non_actionable,False,
132,@AmazonHelp a purchase of 7.98 has come out of my account that I didn't make? Help please,@215407 Hi Laura- Had you placed any orders with us recently? Have you any subscriptions active with us right now? ^NV,other_non_actionable,False,payment_billing,True,
133,@129773 Why isn't #WonderWoman available as part of my @129773 account as are so many films are available on Lovefilm DVD but not via Prime?,"@493464 Hey Paul, what do you mean not available? ^RS",subscription_prime,False,subscription_prime,False,
134,"@AmazonHelp Reaching out to you via chat was precisely what I did. Although I did manage to get a ticket created, that was only after ~30min persuading someone to do so, while they were trying to convince me to call your support in the US, as I mentioned.

Let's hope I'll be helped!
-Paulo","@707249 I understand. Thank you for confirming, Paulo! Please keep us posted on the issue. We want to ensure this is fully resolved for you! ^SD",customer_service_complaint,False,customer_service_complaint,False,
135,@AmazonHelp @115850 @AmazonHelp kindly look into the issue I have raised with respect to my mother’s account as well. The same issue exists of redemption of gift card. Multiple times raised an issue but no resolution. Look into that as well,@662708 I'm sorry to know that the issue persists with your mother's account. Kindly drop in your mom's account details here: https://t.co/beaaDm0muc &amp; we'll have this checked right away. ^EM,other_non_actionable,True,payment_billing,True,
136,"@145529 969260892, product till not delived, worst experience from @145529 &amp; @115850",@402403 I'm sorry for the disappointment in delivering this order. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll take necessary actions to make things right.^MJ,other_non_actionable,False,order_delivery,False,
137,"@AmazonHelp I got mail from you, I surprised with your system/management!!!. They didn't find my query. I got this message from Amazon on 7th Oct 2017 ""Your Amazon.in order (#406-2033839-8995520) has been dispatched. Estimated delivery: Thursday, October 12. https://t.co/v30kra4gE3""","@526003 Could you please confirm if you've sent an email to us from the account used to place the order. Also, Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SU",order_delivery,False,order_delivery,False,
138,"@116618 , Why are the episodes unavailable? https://t.co/hC1mjyz3Ob",@198884 you know when these episodes are back. We’re really sorry for the inconvenience caused. 2/2 ^SH,other_non_actionable,False,digital_content,False,
139,@AmazonHelp @115850 this charger is for OnePlus one my phone is one plus 5t and why don't u understand that one plus original charger is useful only because it has 4 amphere supply while other charger have 2.1 Amp supply,@632376 You might want to look for the OnePlus charger here: https://t.co/9DGa1yBmdG. This is an original charger as it is from the OnePlus storefront. You may check on the storefront by OnePlus here: https://t.co/shqUEGk2jx. ^KS,payment_billing,True,product_order_issue,True,
140,@AmazonHelp There was no reason given! Order number is 114-0528110-0291469,@209467 Thanks for letting us know! We'd like to take a closer look! Please give us a call or chat here: https://t.co/hApLpMlfHN ^TG,order_delivery,False,order_delivery,False,
141,"@AmazonHelp no, i use another website",@485228 What Amazon website do you use? ^JJ,other_non_actionable,False,other_non_actionable,False,
142,#Amazon-Alexa ist Gard angekommen 🤔😉,@815184 Dann befrei die mal schnell aus ihrer Verpackung ;) ^AN,device_technical,False,device_technical,False,
143,@AmazonHelp Management of what? What is HR?,@132434 Are you trying to collect an item from an Amazon Hub?^PJ,other_non_actionable,False,other_non_actionable,False,
144,@AmazonHelp I’m a prime member I ordered two products $99 each in Canada while I’m here at our cottage but they want to charge me $60 to return ??? Gonna cancel my membership if this doesn’t get fixed @115821 @123644,@811517 Hello! Is the item sold by directly by Amazon or a seller? What is the reason for return? Keep us posted!^CN,subscription_prime,False,returns_refunds,False,
145,時間に追われてアマゾンプライマーになってしまった,@800220 リプライ失礼いたします、Amazon公式です。プライムにご登録いただきありがとうございます🙇　お届け予定日やその他ご注文に関する状況は、注文履歴に記載されておりますので、よろしければ以下リンクよりご覧くださいませ。https://t.co/X4jnWeXXoL HM,other_non_actionable,False,other_non_actionable,False,
146,@115830 do I honestly have to send broken bulbs that arrived to me today back to you to get a replacement? Seems like a waste of resources https://t.co/vUCSJ8HZ1j,"@177808 Hi Matthew, sorry your bulbs arrived damaged! Broken glass shouldn't be returned. Please call us: https://t.co/xrL0wCOFJC ^BT",product_order_issue,False,product_order_issue,False,
147,"@AmazonHelp in real world why so much delay ? 

that is why you guys do fail the transaction at your end. #ThreeTimeFaild https://t.co/IncuXCt7ON",@324993 Apologies for the inconvenience. Have you tried reporting this to our support team here: https://t.co/2t6DQoUmNZ ? ^AB,other_non_actionable,False,payment_billing,False,
148,"@AmazonHelp Just watched your delivery person throw one of my packages out of his truck into the street, and then the rest out of his hand onto the sidewalk unattended.",@806012 I'm so sorry your order was delivered this way! Is anything damaged? Who was the carrier of the order: https://t.co/Y5jpI9gRhE ? ^DD,order_delivery,False,order_delivery,False,
149,クレジットがどうとかよりAmazonプライムがクレジット以外で払えるようになればええわ,@718373 先日から携帯決済（au、docomo）でもご利用いただけるようになりました。ご状況に応じてご検討ください→https://t.co/9lia1bUCGR SK,other_non_actionable,False,other_non_actionable,False,
150,Amazonプライム無料会員登録したから30日間で仮面ライダー見まくるぞ～～～！！,@704099 プライム無料体験をお試しいただき、ありがとうございます！期間中見まくっちゃってくださいね♪ RI,other_non_actionable,False,other_non_actionable,False,
151,i'll keep you updated,@796057 I hope your receive your order soon! Let us know if anything happens. ^JP,other_non_actionable,False,other_non_actionable,False,
152,@AmazonHelp Honestly your going with that 😂😂😂😂,@130690 If there isn't an update there then please reach out to us directly so that we can look into this for your. You can do this by clicking on the following link:  https://t.co/JzP7hlA23B ^KI,other_non_actionable,False,other_non_actionable,False,
153,Just ordered an @115821 Prime/ @115833 exclusive purchase. The future of retail is amazing.,@224592 Glad to see that you are welcoming the future! Hope you enjoy your items! ^LS,subscription_prime,False,subscription_prime,False,
154,@AmazonHelp I can't even imagine how brainless Bimbo you guys are if they are shipped as per delivery date how the hell was the order whose delivery date is farther than the previous Order got dispatched earlier but the previous Order is not dispatched yet,"@736641 I understand your urgency, Shashank. As mentioned earlier, delivery dates are given taking a lot of factors into consideration. Please let us know if we've missed out on the delivery date. ^JC",order_delivery,False,order_delivery,False,
155,@117086 ja faz mais de um mes que eu comprei na pre venda gente queria muito saber pq que demora meses pra gente ter o lançamento nas mãos,"@630063 Olá vi. No momento que o produto em pre-venda estiver disponível, você vai receber um email com a confirmação do pedido. ^JJ",other_non_actionable,False,order_delivery,False,
156,"@AmazonHelp Just on going monthly charge that has ZERO description just says ""Amazon Prime, Shipping &amp; Tax"" &amp; NO ONE can tell me what it is 4. I am on a yearly payment 4 Prime. Only answer given was that it was 4 Prime Shipping. I thought that was included in my yearly subscription.","@701559 We're unable to access your account via Twitter. Were we able to locate the charge on your Amazon account? If not, is it possible you have a different account or that a family member may have an account with your payment? We'd be happy to help in any way possible! ^SK",payment_billing,True,payment_billing,True,
157,@AmazonHelp Every time I'm told that my query has been escalated and will be resolved. 9 hrs ago I was told that I will get a back call in 30 mins,@373007 Sorry to know about your experience. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach and assist. ^SV,order_delivery,False,customer_service_complaint,False,
158,"@AmazonHelp よく利用させていただいてます‼︎
最近はアプリを使うと
すぐにも検索、注文ができて
有り難いです☺️",@180445 ありがとうございます！アプリもご活用いただいているとのことでとってもうれしいです！！今後ともどうぞよろしくお願いいたします☺️✨ SK,other_non_actionable,False,other_non_actionable,False,
159,"@AmazonHelp No sé cómo podéis trabajar con una empresa así, pues no cumplen los plazos de entrega y se ríen del cliente. Vais a perder muchos clientes de mi zona por su culpa.","@313574 En este tipo de situación es muy importante reportar lo sucedido directamente con nuestro departamento de Soporte al Cliente, así ellos podrán investigar lo ocurrido, agradezco tu feedback, será enviado para nuestro departamento interno responsable. ^VM",other_non_actionable,False,order_delivery,False,
160,Hey @AmazonHelp @116316 ich tippe mal das das ein FAKE ist? https://t.co/IJieSetQ5v,"@256167 Richtig, die E-Mail stammt nicht von uns. Am besten keinen Link im Schreiben anklicken. Tipps über die sichere Identifizierung von Amazon E-Mails findest du gleich hier: https://t.co/JdaR6FCJKc ^DS",other_non_actionable,False,other_non_actionable,False,
161,@AmazonHelp Maginaaaa tamo junto! Sapiens do Yuval Noah Harari,@806770 Que legal Ana! Você já começou a leitura amiga? ^JJ,other_non_actionable,False,other_non_actionable,False,
162,"Umm excuse me @115821, how am i supposed to place my daily order?! 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️😩😩😩 https://t.co/rSY51Nq24p",@681977 Oh no! I'm sorry you're having trouble with the Amazon app! Have you tried closing the app and resetting your mobile device? ^JS,order_delivery,False,order_delivery,False,
163,@115821 for such a large profitable company the customer service is lacking,@513307 I'm sorry to hear you had a poor experience. Without giving account or order details can you tell us what happened? ^AN,customer_service_complaint,False,customer_service_complaint,False,
164,@AmazonHelp A new laptop is number one on my list and then I might treat myself to an echo!,@243982 They are some great choices! 😊 ^ES,device_technical,False,product_order_issue,False,
165,"Hey @AmazonHelp yesterday and today when I’ve tried to log in or reset my password the website says I don’t have an account and I definitely do. And when I try to go to customer support I have to log in to get there, which if I could do I wouldn’t have to go to customer support.","@801101 Hi Becca, I'm sorry to hear this. If you can't get into your account to contact us direct you can use this link where you will not need to login  https://t.co/zYVX1Qi29G for UK /  https://t.co/jzvkhdlrK5 for US ^KK",account_security,True,account_security,True,
166,"@AmazonHelp I keep cancelling it but you keep taking the money the next month again, again and again... Can this be stopped?","@694828 That's odd! Once you've canceled your Prime membership, you should no longer see a charge. Do the Prime membership charges happen after you've placed an order? Which dispatch option are you choosing? Please let us know, Jonathan! ^FD",other_non_actionable,False,subscription_prime,False,
167,@123813 Puedo comprar dispositivo p verlas en la tv?,"@683315 Hola Lucy. Claro que puedes, en el siguiente enlace puedes ver todos los dispositivos compatibles con Prime Video: https://t.co/iUSao2jMJ1

Cualquier consulta adicional solo háznoslo saber.

-Hazel C",other_non_actionable,False,device_technical,False,
168,"@115850 ஆபர்னு விலை கமிபண்ணுவாங்க, நீ என்ன அதிகம் பண்ணிருக்க?",@158449 I was not able to comprehend your query. Kindly elaborate and we'll look into it. ^AK,other_non_actionable,False,other_non_actionable,False,
169,"@AmazonHelp 5 mal mindestens, ohne Stellungnahme des Fahrer oder der verantwortlichen Dispo tut soch wohl nichts. Sind arogante Fahrer, man merkt direkt dass die im Auftrag von @124285 fahren aber nicht dort direkt sind. Direkte Fahrer kommen am Tage, dass läuft suppi.","@724988 Wenn du magst, kannst du dich mal über diesen Link direkt bei uns im Team melden und wir geben das nochmal gesammelt weiter: https://t.co/cUDnC8mjd7 Liebe Grüße ^AN",other_non_actionable,False,order_delivery,False,
170,"@AmazonHelp I am being charged twice for the same book rental,what do i need to do to fix this?","@238165 Apologies - is this for a Textbook Rental ? If so, please check here: https://t.co/vjvwjGhGa8  ^TD",payment_billing,True,payment_billing,True,
171,"@119356 @115821 @AmazonHelp. They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond https://t.co/U4dDAOLBJP","@513980 Also, please don't provide screenshots, they contain your personal information. Our Twitter page is visible to public.2/2 ^SK",payment_billing,True,payment_billing,True,
172,@115821 That the subscription is cancelled successfully,"@199061 Sorry to hear that, did you contact us by phone? ^JJ",subscription_prime,False,subscription_prime,False,
173,"@AmazonHelp YES i reported this last time, given no options, given a refund. Clearly these couriers still in use.  WAs home ALL day - FedEX, UPS, and USPS all delivered. Only YOUR courier ""attempted"" delivery and couldnt deliver towels, straws, and gravy strainer- no items that needed sig",@115848 We'd like to review this with you further. Please provide more information regarding the delivery here: https://t.co/AOCLBqTc3P ^QJ,order_delivery,False,order_delivery,False,
174,"勝手にAmazonプライムスチューデントの年会費支払われてて困る
今金ないんだよ","@400681 ご不便をおかけしております。有料会員へ更新後に特典のご利用が無い場合は、キャンセル・返金が可能です。キャンセル方法については、以下のヘルプページをご参照ください。 
https://t.co/813rNkNAzg YM",other_non_actionable,False,subscription_prime,True,
175,"@115851 @AmazonHelp @115850 @115851 IS THERE ANY MORAL VALUE LEFT WITH YOU???
WHY THERE IS NO ACTION ON MY COMPLAINT TILL NOW EVEN AFTER SENDING MANY EMAILS TO YOU, amazon india customer support and top management.

A BIG SHAME!!!","@147113 I understand you had an unpleasant experience, Bhawesh. Could you please let us know what went wrong? We’ll fix it for you. ^SY",customer_service_complaint,False,customer_service_complaint,False,
176,@117086 Mind Hunter  de David Fincher,@238198 Olá Claudio! Esses detetives da FBI são muito expertos! ^JJ,other_non_actionable,False,other_non_actionable,False,
177,@AmazonHelp Still doing it https://t.co/j96P6nI3yU,"@477428 Hey, Bobby! In this case it would be best for us to help you directly. Please reach out here: https://t.co/hApLpMlfHN ^LA",other_non_actionable,False,other_non_actionable,False,
178,"@AmazonHelp Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call &amp; never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”!! Really upset about her attitude","@132436 I am sorry to hear about this, Fatima. What day was your order scheduled to be delivered? Has the tracking on your order been updated?^SM",returns_refunds,False,customer_service_complaint,False,
179,@AmazonHelp I try every step under call Customer service. But every time call ended your side.,@739511 I get your concern. You would be able to take a print out of the invoice here: https://t.co/kEFuVVy3yM. Do keep us posted for further assistance. ^MN,customer_service_complaint,False,customer_service_complaint,False,
180,"@AmazonHelp I called the number you gave me Monday, they put my claim through and said I would have an email in 24 hours, it is now well past that and I’ve had no contact since. To clarify, my house is still damaged, I still have half a letter box and amazon haven’t done anything https://t.co/aT2byOV1gY","@139820 Just to confirm, which carrier is listed as delivering your order here: https://t.co/aaDyEz1VgE? Have you had a chance to contact back by phone for an update? If so, what insight was given? ^LI",product_order_issue,False,customer_service_complaint,True,
181,Is it just me or has @115850 been shitty for everyone off late? https://t.co/u2aVvJBEHM,"@414505 Also, please don't provide your order details as its personal info. Our Twitter page is visible to the public. 2/2 ^AB",order_delivery,False,customer_service_complaint,False,
182,@AmazonHelp ありがとうございました！友人にきいたら詳しく教えてくれ、無事にお支払い番号お知らせメールがきました！,@384095 確認ができたとのことで安心いたしました。今後ともどうぞよろしくお願いいたします。SK,other_non_actionable,False,other_non_actionable,False,
183,"@169994 So, this was delicious! Is this something that will be available in the future or somewhere else? Must. have.","@286674 Hi there! You can sign up for text notifications, so you'll know next time it's in your area here: https://t.co/mL4KVj7qXV ^JM",other_non_actionable,False,product_order_issue,False,
184,"So, I have multiple @115821 Echos and @115888 Premium for Family. Being able to play music from multiple Spotify accounts to multiple Echos at once seems like a pretty basic requirement. Why can't I do this? Tempted to ditch the Echos for @122986 Homes @AmazonHelp","@236515 We'd like to look into this with you. At your convenience, please reach us via phone or chat here: https://t.co/oGDklGgbCZ ^SJ",digital_content,False,digital_content,False,
185,"@147807 
I'm a Amazon India prime seller. I need help",@384512 Please connect with our support team here: https://t.co/fGkjrBCGjx for assistance. ^RW,subscription_prime,False,customer_service_complaint,False,
186,@AmazonHelp Had to buy the audio bit again. Weird. Also very confused by the audible v kindle options. Kindle audio SO much cheaper!,"@191315 Sorry to hear that, could you contact us here: https://t.co/JzP7hlA23B we'd hate for you to have double paid ^AS",digital_content,False,digital_content,False,
187,.@AmazonHelp where’s Thursday night football tonight?? I know it’s #BillsVJets but still. It’s the principle.,@461832 We're not streaming tonight. Our Thursday Night schedule is available here: https://t.co/eVQs69tMlA Tune in next week! ^SJ,other_non_actionable,False,other_non_actionable,False,
188,@12393 An update a few months ago has meant I can't buy anything on the Kindle itself. Everytime I try it tells me it is updating &amp; then refuses to recognise the WiFi. &amp; Yes I'm turning it on and off.,@738975 I'm sorry to hear this Janet. I think we need to look into this further but can't check this over Twitter. Please use the link here to contact us directly https://t.co/aaDyEz1VgE ^KK,device_technical,False,device_technical,False,
189,@AmazonHelp They said all Prime membership types except for invitees and members who get their benefits via an Amazon Household are eligible. Nonsense.,@297937 You're only able to create one Twitch account per Prime Membership even if the benefits are shared. ^ZW,subscription_prime,False,subscription_prime,False,
190,"@AmazonHelp Please explain why as a Prime member, 2 day shipping on items is shipped UPS ground? Further explain why even when I paid extra for overnight it was shipped UPS ground? This happens all the time.",@136273 Oh no! Did we miss the delivery date listed here:  https://t.co/Y5jpI9gRhE ? ^TL,subscription_prime,False,order_delivery,False,
191,@AmazonHelp Done what happens now?,@564017 Thanks for confirming that the details have been shared. Our team will give it a look and reply accordingly. ^AB,device_technical,False,device_technical,False,
192,@AmazonHelp How will you help me now ?,@313942 Have you reported this to our support team? You can do so here: https://t.co/HQhpS2qeEd ^MS,other_non_actionable,False,customer_service_complaint,False,
193,All I want is a full refund in my account for something that I am returning (Unopened package) @AmazonHelp I've done it before &amp; the rep is just going on about giving me hard time on a Full refund. I shouldn't have to sit here for this long.,@763723 Has the package already been returned to our facility? ^BT,returns_refunds,False,returns_refunds,False,
194,"アマゾンファイアスティック、ふつうにヤバい発明じゃないですかね…
エウレカ見てたら一日終わるんですけど","@504457 |ω・)
Fire TV Stickのご利用ありがとうございます(＾◇＾)
お楽しみいただけているようで、何よりです！
 色々なコンテンツをご準備しておりますので、引き続きお楽しみください♪TY",other_non_actionable,False,other_non_actionable,False,
195,"@AmazonHelp Yes, been around this loop several times now with junk/spam, only email received had a number of suspicious errors (all documented to you), and advised not to follow the instructions.

Only 'feedback' has been 'we will be in touch' for &gt;2 weeks.

So when should I give up?","@158252 Apologies, please fill in this form: https://t.co/tkLCr7DNil so a member of our team can look into this for you. ^JJ",other_non_actionable,False,account_security,True,
196,@119625 @90949 Any new movies sir?,@127577 We'll continue to keep on adding new content. Kindly stay tuned. ^PS,digital_content,False,digital_content,False,
197,@115850 where is this No cost option? https://t.co/6BCpHOQAoA,@797904 Please reach out to support team here: https://t.co/spiYB2EUon and we'll be happy to help. ^SH,other_non_actionable,False,payment_billing,False,
198,When I call @115850 they say the offer on prime is for two more days but on app it shows different ! https://t.co/6Xht0RsPDz,@303022 is 30th October which is also been clearly stated in our amazon app as well. 2/2 ^HS,subscription_prime,False,subscription_prime,False,
199,"@AmazonHelp こちらこそ、不適切な表現で申し訳ございませんでした。
正しい手順と表現で改めて意見させていただきます。",@665456 とんでもないことです。お手数をおかけいたしますが、よろしくお願いいたします。 RI,other_non_actionable,False,other_non_actionable,False,
200,きめた！！Kindle fire買う！もう、論文の束とか、本の束とか、あれで読んでやる！！,@504287 こんにちは、Amazonです。Fireタブレットについて万が一ご不明な点がありましたら、いつでもご連絡ください🙏 YM,digital_content,False,product_order_issue,False,
